ID_Stasiun,Nama_Stasiun,Lokasi
ST02644,Stasiun Parepare,Pekalongan
ST02645,Stasiun Kotamobagu,Depok
ST02646,Stasiun Surabaya,Bitung
ST02647,Stasiun Surakarta,Sungai Penuh
ST02648,Stasiun Salatiga,Bontang
ST02649,Stasiun Payakumbuh,Tanjungpinang
ST02650,Stasiun Sawahlunto,Sorong
ST02651,Stasiun Probolinggo,Langsa
ST02652,Stasiun Padang Sidempuan,Kupang
ST02653,Stasiun Kupang,Bogor
ST02654,Stasiun Bima,Lhokseumawe
ST02655,Stasiun Kota Administrasi Jakarta Pusat,Payakumbuh
ST02656,Stasiun Batu,Ternate
ST02657,Stasiun Jayapura,Pematangsiantar
ST02658,Stasiun Salatiga,Padang
ST02659,Stasiun Padang Sidempuan,Lubuklinggau
ST02660,Stasiun Kota Administrasi Jakarta Selatan,Jayapura
ST02661,Stasiun Kota Administrasi Jakarta Barat,Pagaralam
ST02662,Stasiun Tanjungbalai,Gorontalo
ST02663,Stasiun Kota Administrasi Jakarta Pusat,Surabaya
ST02664,Stasiun Banjarbaru,Jambi
ST02665,Stasiun Malang,Parepare
ST02666,Stasiun Payakumbuh,Sibolga
ST02667,Stasiun Padang Sidempuan,Meulaboh
ST02668,Stasiun Tasikmalaya,Yogyakarta
ST02669,Stasiun Kota Administrasi Jakarta Timur,Lhokseumawe
ST02670,Stasiun Medan,Sungai Penuh
ST02671,Stasiun Padangpanjang,Cimahi
ST02672,Stasiun Sibolga,Tasikmalaya
ST02673,Stasiun Pariaman,Payakumbuh
ST02674,Stasiun Dumai,Semarang
ST02675,Stasiun Kupang,Kendari
ST02676,Stasiun Cirebon,Kediri
ST02677,Stasiun Parepare,Yogyakarta
ST02678,Stasiun Bukittinggi,Pagaralam
ST02679,Stasiun Makassar,Pasuruan
ST02680,Stasiun Magelang,Madiun
ST02681,Stasiun Bukittinggi,Tual
ST02682,Stasiun Bau-Bau,Tarakan
ST02683,Stasiun Sawahlunto,Mojokerto
ST02684,Stasiun Sorong,Tarakan
ST02685,Stasiun Madiun,Surakarta
ST02686,Stasiun Banda Aceh,Ternate
ST02687,Stasiun Samarinda,Makassar
ST02688,Stasiun Solok,Pangkalpinang
ST02689,Stasiun Metro,Bandung
ST02690,Stasiun Cimahi,Gorontalo
ST02691,Stasiun Kendari,Bogor
ST02692,Stasiun Tomohon,Batu
ST02693,Stasiun Madiun,Sabang
ST02694,Stasiun Parepare,Medan
ST02695,Stasiun Kota Administrasi Jakarta Barat,Sorong
ST02696,Stasiun Denpasar,Bitung
ST02697,Stasiun Padang,Gorontalo
ST02698,Stasiun Solok,Palu
ST02699,Stasiun Kota Administrasi Jakarta Pusat,Surabaya
ST02700,Stasiun Kotamobagu,Surakarta
ST02701,Stasiun Malang,Jambi
ST02702,Stasiun Sabang,Pariaman
ST02703,Stasiun Metro,Bima
ST02704,Stasiun Tanjungbalai,Tebingtinggi
ST02705,Stasiun Tasikmalaya,Bau-Bau
ST02706,Stasiun Pontianak,Mojokerto
ST02707,Stasiun Palopo,Purwokerto
ST02708,Stasiun Blitar,Semarang
ST02709,Stasiun Pangkalpinang,Tasikmalaya
ST02710,Stasiun Pontianak,Tangerang
ST02711,Stasiun Parepare,Samarinda
ST02712,Stasiun Subulussalam,Bandar Lampung
ST02713,Stasiun Lhokseumawe,Bengkulu
ST02714,Stasiun Semarang,Singkawang
ST02715,Stasiun Ternate,Ternate
ST02716,Stasiun Bekasi,Batu
ST02717,Stasiun Pariaman,Bima
ST02718,Stasiun Bengkulu,Tarakan
ST02719,Stasiun Dumai,Malang
ST02720,Stasiun Payakumbuh,Medan
ST02721,Stasiun Bontang,Tegal
ST02722,Stasiun Ambon,Surabaya
ST02723,Stasiun Surakarta,Lhokseumawe
ST02724,Stasiun Tangerang,Probolinggo
ST02725,Stasiun Bima,Tomohon
ST02726,Stasiun Parepare,Tangerang Selatan
ST02727,Stasiun Pekalongan,Purwokerto
ST02728,Stasiun Pangkalpinang,Blitar
ST02729,Stasiun Tanjungpinang,Palopo
ST02730,Stasiun Tomohon,Dumai
ST02731,Stasiun Meulaboh,Tanjungbalai
ST02732,Stasiun Pekanbaru,Pasuruan
ST02733,Stasiun Bau-Bau,Tangerang
ST02734,Stasiun Banjarmasin,Pasuruan
ST02735,Stasiun Kota Administrasi Jakarta Selatan,Bitung
ST02736,Stasiun Palopo,Parepare
ST02737,Stasiun Palu,Pontianak
ST02738,Stasiun Pekanbaru,Prabumulih
ST02739,Stasiun Prabumulih,Tomohon
ST02740,Stasiun Sabang,Kota Administrasi Jakarta Timur
ST02741,Stasiun Serang,Bekasi
ST02742,Stasiun Prabumulih,Tual
ST02743,Stasiun Batam,Bau-Bau
ST02744,Stasiun Pasuruan,Jambi
ST02745,Stasiun Magelang,Prabumulih
ST02746,Stasiun Manado,Kota Administrasi Jakarta Utara
ST02747,Stasiun Padang,Ternate
ST02748,Stasiun Semarang,Tarakan
ST02749,Stasiun Tanjungbalai,Tangerang
ST02750,Stasiun Jambi,Makassar
ST02751,Stasiun Tangerang,Probolinggo
ST02752,Stasiun Tanjungpinang,Depok
ST02753,Stasiun Pekalongan,Tidore Kepulauan
ST02754,Stasiun Solok,Bitung
ST02755,Stasiun Sibolga,Bontang
ST02756,Stasiun Pontianak,Kupang
ST02757,Stasiun Banjarbaru,Parepare
ST02758,Stasiun Batam,Pasuruan
ST02759,Stasiun Blitar,Semarang
ST02760,Stasiun Jambi,Singkawang
ST02761,Stasiun Pontianak,Pekanbaru
ST02762,Stasiun Cirebon,Dumai
ST02763,Stasiun Blitar,Tanjungbalai
ST02764,Stasiun Palangkaraya,Makassar
ST02765,Stasiun Dumai,Padangpanjang
ST02766,Stasiun Pangkalpinang,Banda Aceh
ST02767,Stasiun Depok,Makassar
ST02768,Stasiun Batu,Subulussalam
ST02769,Stasiun Prabumulih,Bontang
ST02770,Stasiun Payakumbuh,Samarinda
ST02771,Stasiun Kediri,Gorontalo
ST02772,Stasiun Tidore Kepulauan,Palopo
ST02773,Stasiun Bitung,Bima
ST02774,Stasiun Surabaya,Kupang
ST02775,Stasiun Sukabumi,Pekanbaru
ST02776,Stasiun Pekanbaru,Salatiga
ST02777,Stasiun Kupang,Jambi
ST02778,Stasiun Kediri,Tasikmalaya
ST02779,Stasiun Depok,Padang Sidempuan
ST02780,Stasiun Tebingtinggi,Pekanbaru
ST02781,Stasiun Palembang,Batu
ST02782,Stasiun Kota Administrasi Jakarta Utara,Bitung
ST02783,Stasiun Bekasi,Jayapura
ST02784,Stasiun Sukabumi,Jayapura
ST02785,Stasiun Bau-Bau,Semarang
ST02786,Stasiun Sibolga,Sukabumi
ST02787,Stasiun Kota Administrasi Jakarta Pusat,Cirebon
ST02788,Stasiun Subulussalam,Surakarta
ST02789,Stasiun Metro,Sungai Penuh
ST02790,Stasiun Bukittinggi,Dumai
ST02791,Stasiun Palangkaraya,Jayapura
ST02792,Stasiun Pekanbaru,Bekasi
ST02793,Stasiun Bandung,Padangpanjang
ST02794,Stasiun Bima,Subulussalam
ST02795,Stasiun Tanjungbalai,Prabumulih
ST02796,Stasiun Purwokerto,Jayapura
ST02797,Stasiun Sabang,Tual
ST02798,Stasiun Tidore Kepulauan,Surakarta
ST02799,Stasiun Surabaya,Tanjungpinang
ST02800,Stasiun Palembang,Sorong
ST02801,Stasiun Kota Administrasi Jakarta Selatan,Padangpanjang
ST02802,Stasiun Bengkulu,Salatiga
ST02803,Stasiun Tanjungpinang,Bandar Lampung
ST02804,Stasiun Tegal,Pekalongan
ST02805,Stasiun Solok,Lhokseumawe
ST02806,Stasiun Serang,Semarang
ST02807,Stasiun Parepare,Bima
ST02808,Stasiun Tasikmalaya,Metro
ST02809,Stasiun Bontang,Bontang
ST02810,Stasiun Pekanbaru,Sukabumi
ST02811,Stasiun Batam,Surabaya
ST02812,Stasiun Banjarmasin,Jambi
ST02813,Stasiun Kota Administrasi Jakarta Pusat,Surakarta
ST02814,Stasiun Solok,Serang
ST02815,Stasiun Kendari,Kediri
ST02816,Stasiun Bima,Surakarta
ST02817,Stasiun Padangpanjang,Semarang
ST02818,Stasiun Kendari,Pekalongan
ST02819,Stasiun Padangpanjang,Samarinda
ST02820,Stasiun Medan,Parepare
ST02821,Stasiun Bau-Bau,Cimahi
ST02822,Stasiun Pekanbaru,Jambi
ST02823,Stasiun Kota Administrasi Jakarta Selatan,Tanjungbalai
ST02824,Stasiun Jambi,Kota Administrasi Jakarta Timur
ST02825,Stasiun Kota Administrasi Jakarta Pusat,Prabumulih
ST02826,Stasiun Kotamobagu,Binjai
ST02827,Stasiun Banda Aceh,Surabaya
ST02828,Stasiun Sawahlunto,Banjarbaru
ST02829,Stasiun Tegal,Bandar Lampung
ST02830,Stasiun Salatiga,Sungai Penuh
ST02831,Stasiun Metro,Sibolga
ST02832,Stasiun Bogor,Magelang
ST02833,Stasiun Balikpapan,Denpasar
ST02834,Stasiun Bima,Tarakan
ST02835,Stasiun Bogor,Manado
ST02836,Stasiun Tidore Kepulauan,Tual
ST02837,Stasiun Semarang,Jambi
ST02838,Stasiun Bogor,Kota Administrasi Jakarta Barat
ST02839,Stasiun Probolinggo,Lubuklinggau
ST02840,Stasiun Sabang,Pariaman
ST02841,Stasiun Tasikmalaya,Tegal
ST02842,Stasiun Cilegon,Manado
ST02843,Stasiun Ambon,Banjarmasin
ST02844,Stasiun Banda Aceh,Surakarta
ST02845,Stasiun Pematangsiantar,Manado
ST02846,Stasiun Tarakan,Bengkulu
ST02847,Stasiun Banjarmasin,Padangpanjang
ST02848,Stasiun Cilegon,Ternate
ST02849,Stasiun Lubuklinggau,Banjar
ST02850,Stasiun Sawahlunto,Padangpanjang
ST02851,Stasiun Banjarbaru,Serang
ST02852,Stasiun Padang,Bengkulu
ST02853,Stasiun Bogor,Bandung
ST02854,Stasiun Sungai Penuh,Tanjungpinang
ST02855,Stasiun Kota Administrasi Jakarta Utara,Tegal
ST02856,Stasiun Bontang,Subulussalam
ST02857,Stasiun Padangpanjang,Bogor
ST02858,Stasiun Serang,Langsa
ST02859,Stasiun Padang Sidempuan,Bau-Bau
ST02860,Stasiun Bogor,Palu
ST02861,Stasiun Cimahi,Tegal
ST02862,Stasiun Tangerang Selatan,Malang
ST02863,Stasiun Payakumbuh,Bengkulu
ST02864,Stasiun Semarang,Pariaman
ST02865,Stasiun Pagaralam,Jayapura
ST02866,Stasiun Mojokerto,Bontang
ST02867,Stasiun Binjai,Jambi
ST02868,Stasiun Serang,Pekalongan
ST02869,Stasiun Kota Administrasi Jakarta Selatan,Bukittinggi
ST02870,Stasiun Tual,Tebingtinggi
ST02871,Stasiun Tidore Kepulauan,Kota Administrasi Jakarta Selatan
ST02872,Stasiun Langsa,Bitung
ST02873,Stasiun Kupang,Kota Administrasi Jakarta Utara
ST02874,Stasiun Prabumulih,Denpasar
ST02875,Stasiun Kendari,Tidore Kepulauan
ST02876,Stasiun Bau-Bau,Probolinggo
ST02877,Stasiun Parepare,Cilegon
ST02878,Stasiun Sorong,Cimahi
ST02879,Stasiun Salatiga,Jayapura
ST02880,Stasiun Kotamobagu,Kediri
ST02881,Stasiun Cimahi,Batu
ST02882,Stasiun Singkawang,Pariaman
ST02883,Stasiun Batam,Payakumbuh
ST02884,Stasiun Surabaya,Salatiga
ST02885,Stasiun Jayapura,Tasikmalaya
ST02886,Stasiun Tangerang Selatan,Tanjungbalai
ST02887,Stasiun Palu,Bukittinggi
ST02888,Stasiun Pasuruan,Malang
ST02889,Stasiun Pangkalpinang,Cimahi
ST02890,Stasiun Sungai Penuh,Batu
ST02891,Stasiun Payakumbuh,Jayapura
ST02892,Stasiun Bukittinggi,Tomohon
ST02893,Stasiun Bandar Lampung,Padang
ST02894,Stasiun Cimahi,Palopo
ST02895,Stasiun Semarang,Pematangsiantar
ST02896,Stasiun Pekanbaru,Bukittinggi
ST02897,Stasiun Langsa,Kota Administrasi Jakarta Timur
ST02898,Stasiun Blitar,Padangpanjang
ST02899,Stasiun Bandar Lampung,Semarang
ST02900,Stasiun Pekalongan,Cimahi
ST02901,Stasiun Kediri,Batam
ST02902,Stasiun Parepare,Kediri
ST02903,Stasiun Tidore Kepulauan,Tomohon
ST02904,Stasiun Gorontalo,Tanjungpinang
ST02905,Stasiun Mojokerto,Parepare
ST02906,Stasiun Sungai Penuh,Parepare
ST02907,Stasiun Sabang,Sungai Penuh
ST02908,Stasiun Metro,Pekalongan
ST02909,Stasiun Metro,Serang
ST02910,Stasiun Sungai Penuh,Bandar Lampung
ST02911,Stasiun Medan,Padangpanjang
ST02912,Stasiun Prabumulih,Tebingtinggi
ST02913,Stasiun Jayapura,Prabumulih
ST02914,Stasiun Batu,Surabaya
ST02915,Stasiun Pangkalpinang,Prabumulih
ST02916,Stasiun Tanjungbalai,Sibolga
ST02917,Stasiun Padangpanjang,Banjarbaru
ST02918,Stasiun Lubuklinggau,Tanjungpinang
ST02919,Stasiun Depok,Bukittinggi
ST02920,Stasiun Madiun,Pariaman
ST02921,Stasiun Pariaman,Padang
ST02922,Stasiun Bukittinggi,Binjai
ST02923,Stasiun Surabaya,Palu
ST02924,Stasiun Palu,Sungai Penuh
ST02925,Stasiun Gorontalo,Mataram
ST02926,Stasiun Tangerang,Solok
ST02927,Stasiun Kota Administrasi Jakarta Pusat,Kota Administrasi Jakarta Utara
ST02928,Stasiun Subulussalam,Blitar
ST02929,Stasiun Tidore Kepulauan,Pagaralam
ST02930,Stasiun Kota Administrasi Jakarta Timur,Kota Administrasi Jakarta Utara
ST02931,Stasiun Purwokerto,Salatiga
ST02932,Stasiun Banjar,Pekalongan
ST02933,Stasiun Tomohon,Pekanbaru
ST02934,Stasiun Tual,Bima
ST02935,Stasiun Langsa,Bandung
ST02936,Stasiun Bima,Sawahlunto
ST02937,Stasiun Kota Administrasi Jakarta Barat,Surabaya
ST02938,Stasiun Banda Aceh,Tarakan
ST02939,Stasiun Ternate,Lhokseumawe
ST02940,Stasiun Surakarta,Sungai Penuh
ST02941,Stasiun Cimahi,Prabumulih
ST02942,Stasiun Yogyakarta,Sorong
ST02943,Stasiun Palopo,Tangerang Selatan
ST02944,Stasiun Tasikmalaya,Tegal
ST02945,Stasiun Tidore Kepulauan,Tomohon
ST02946,Stasiun Jayapura,Pariaman
ST02947,Stasiun Tangerang Selatan,Parepare
ST02948,Stasiun Manado,Surabaya
ST02949,Stasiun Gorontalo,Bekasi
ST02950,Stasiun Tangerang,Bontang
ST02951,Stasiun Tanjungbalai,Pagaralam
ST02952,Stasiun Tangerang Selatan,Tarakan
ST02953,Stasiun Makassar,Kota Administrasi Jakarta Timur
ST02954,Stasiun Manado,Kota Administrasi Jakarta Pusat
ST02955,Stasiun Madiun,Banjarmasin
ST02956,Stasiun Sorong,Salatiga
ST02957,Stasiun Makassar,Malang
ST02958,Stasiun Magelang,Bogor
ST02959,Stasiun Cirebon,Palu
ST02960,Stasiun Kota Administrasi Jakarta Utara,Bima
ST02961,Stasiun Kota Administrasi Jakarta Pusat,Tasikmalaya
ST02962,Stasiun Tebingtinggi,Batu
ST02963,Stasiun Batu,Balikpapan
ST02964,Stasiun Serang,Yogyakarta
ST02965,Stasiun Payakumbuh,Banjarmasin
ST02966,Stasiun Samarinda,Manado
ST02967,Stasiun Tangerang Selatan,Palangkaraya
ST02968,Stasiun Cirebon,Bekasi
ST02969,Stasiun Bontang,Lhokseumawe
ST02970,Stasiun Solok,Bengkulu
ST02971,Stasiun Mataram,Cilegon
ST02972,Stasiun Banjarbaru,Batam
ST02973,Stasiun Sukabumi,Semarang
ST02974,Stasiun Kota Administrasi Jakarta Utara,Malang
ST02975,Stasiun Bekasi,Tidore Kepulauan
ST02976,Stasiun Parepare,Kota Administrasi Jakarta Barat
ST02977,Stasiun Bogor,Pekalongan
ST02978,Stasiun Dumai,Magelang
ST02979,Stasiun Makassar,Palangkaraya
ST02980,Stasiun Tasikmalaya,Pariaman
ST02981,Stasiun Tanjungpinang,Pontianak
ST02982,Stasiun Kota Administrasi Jakarta Utara,Subulussalam
ST02983,Stasiun Singkawang,Dumai
ST02984,Stasiun Kota Administrasi Jakarta Barat,Salatiga
ST02985,Stasiun Prabumulih,Malang
ST02986,Stasiun Pekalongan,Semarang
ST02987,Stasiun Pasuruan,Sorong
ST02988,Stasiun Sorong,Pariaman
ST02989,Stasiun Probolinggo,Blitar
ST02990,Stasiun Purwokerto,Depok
ST02991,Stasiun Surakarta,Denpasar
ST02992,Stasiun Padang Sidempuan,Jayapura
ST02993,Stasiun Mataram,Padang
ST02994,Stasiun Kota Administrasi Jakarta Timur,Cimahi
ST02995,Stasiun Serang,Jambi
ST02996,Stasiun Pagaralam,Kupang
ST02997,Stasiun Singkawang,Sibolga
ST02998,Stasiun Sorong,Cimahi
ST02999,Stasiun Sawahlunto,Tidore Kepulauan
ST03000,Stasiun Palu,Kota Administrasi Jakarta Barat
ST03001,Stasiun Sorong,Bekasi
ST03002,Stasiun Padang,Singkawang
ST03003,Stasiun Purwokerto,Bekasi
ST03004,Stasiun Kota Administrasi Jakarta Pusat,Solok
ST03005,Stasiun Manado,Pariaman
ST03006,Stasiun Samarinda,Ternate
ST03007,Stasiun Bima,Binjai
ST03008,Stasiun Batam,Denpasar
ST03009,Stasiun Banjarmasin,Balikpapan
ST03010,Stasiun Serang,Pangkalpinang
ST03011,Stasiun Prabumulih,Bogor
ST03012,Stasiun Sawahlunto,Kota Administrasi Jakarta Selatan
ST03013,Stasiun Tidore Kepulauan,Malang
ST03014,Stasiun Pasuruan,Bandar Lampung
ST03015,Stasiun Padang,Tarakan
ST03016,Stasiun Tangerang,Kota Administrasi Jakarta Pusat
ST03017,Stasiun Bima,Bau-Bau
ST03018,Stasiun Padang,Gorontalo
ST03019,Stasiun Tasikmalaya,Makassar
ST03020,Stasiun Mojokerto,Palangkaraya
ST03021,Stasiun Lhokseumawe,Tual
ST03022,Stasiun Bengkulu,Pangkalpinang
ST03023,Stasiun Tegal,Sawahlunto
ST03024,Stasiun Solok,Binjai
ST03025,Stasiun Singkawang,Tanjungbalai
ST03026,Stasiun Tegal,Salatiga
ST03027,Stasiun Bukittinggi,Jambi
ST03028,Stasiun Pariaman,Bengkulu
ST03029,Stasiun Banjar,Yogyakarta
ST03030,Stasiun Ambon,Palu
ST03031,Stasiun Ternate,Bogor
ST03032,Stasiun Depok,Palembang
ST03033,Stasiun Sawahlunto,Tegal
ST03034,Stasiun Pasuruan,Surabaya
ST03035,Stasiun Padangpanjang,Tangerang
ST03036,Stasiun Sorong,Palangkaraya
ST03037,Stasiun Pontianak,Magelang
ST03038,Stasiun Kota Administrasi Jakarta Selatan,Sawahlunto
ST03039,Stasiun Kota Administrasi Jakarta Utara,Binjai
ST03040,Stasiun Parepare,Kendari
ST03041,Stasiun Sibolga,Madiun
ST03042,Stasiun Banjarbaru,Cimahi
ST03043,Stasiun Tarakan,Sungai Penuh
ST03044,Stasiun Palu,Cimahi
ST03045,Stasiun Tangerang,Tanjungbalai
ST03046,Stasiun Binjai,Palu
ST03047,Stasiun Blitar,Pematangsiantar
ST03048,Stasiun Tanjungbalai,Cirebon
ST03049,Stasiun Dumai,Sukabumi
ST03050,Stasiun Tasikmalaya,Pagaralam
ST03051,Stasiun Palembang,Samarinda
ST03052,Stasiun Padangpanjang,Salatiga
ST03053,Stasiun Pekanbaru,Subulussalam
ST03054,Stasiun Sabang,Probolinggo
ST03055,Stasiun Pematangsiantar,Meulaboh
ST03056,Stasiun Bukittinggi,Binjai
ST03057,Stasiun Bandar Lampung,Lhokseumawe
ST03058,Stasiun Kota Administrasi Jakarta Barat,Tomohon
ST03059,Stasiun Purwokerto,Mataram
ST03060,Stasiun Semarang,Palangkaraya
ST03061,Stasiun Kendari,Sukabumi
ST03062,Stasiun Singkawang,Batu
ST03063,Stasiun Cimahi,Tarakan
ST03064,Stasiun Prabumulih,Tanjungpinang
ST03065,Stasiun Bekasi,Tasikmalaya
ST03066,Stasiun Tebingtinggi,Magelang
ST03067,Stasiun Gorontalo,Meulaboh
ST03068,Stasiun Padang,Sungai Penuh
ST03069,Stasiun Payakumbuh,Bengkulu
ST03070,Stasiun Tarakan,Dumai
ST03071,Stasiun Lhokseumawe,Balikpapan
ST03072,Stasiun Padang,Kendari
ST03073,Stasiun Blitar,Probolinggo
ST03074,Stasiun Palangkaraya,Tual
ST03075,Stasiun Bukittinggi,Pariaman
ST03076,Stasiun Sawahlunto,Manado
ST03077,Stasiun Mataram,Tanjungbalai
ST03078,Stasiun Cimahi,Blitar
ST03079,Stasiun Sorong,Pangkalpinang
ST03080,Stasiun Cilegon,Balikpapan
ST03081,Stasiun Tangerang Selatan,Salatiga
ST03082,Stasiun Pasuruan,Malang
ST03083,Stasiun Kediri,Sukabumi
ST03084,Stasiun Tangerang,Kediri
ST03085,Stasiun Salatiga,Cimahi
ST03086,Stasiun Tasikmalaya,Banjarmasin
ST03087,Stasiun Surakarta,Palangkaraya
ST03088,Stasiun Probolinggo,Kotamobagu
ST03089,Stasiun Tidore Kepulauan,Madiun
ST03090,Stasiun Banda Aceh,Sungai Penuh
ST03091,Stasiun Pagaralam,Kotamobagu
ST03092,Stasiun Pariaman,Kendari
ST03093,Stasiun Bandar Lampung,Parepare
ST03094,Stasiun Bitung,Cimahi
ST03095,Stasiun Sungai Penuh,Kediri
ST03096,Stasiun Pagaralam,Cimahi
ST03097,Stasiun Palu,Denpasar
ST03098,Stasiun Tual,Pontianak
ST03099,Stasiun Kotamobagu,Mojokerto
ST03100,Stasiun Madiun,Banjarbaru
ST03101,Stasiun Dumai,Cimahi
ST03102,Stasiun Mataram,Yogyakarta
ST03103,Stasiun Pangkalpinang,Tanjungpinang
ST03104,Stasiun Banjar,Tidore Kepulauan
ST03105,Stasiun Pasuruan,Cirebon
ST03106,Stasiun Parepare,Binjai
ST03107,Stasiun Banjarmasin,Pagaralam
ST03108,Stasiun Sungai Penuh,Banjar
ST03109,Stasiun Tidore Kepulauan,Binjai
ST03110,Stasiun Palembang,Mojokerto
ST03111,Stasiun Surabaya,Magelang
ST03112,Stasiun Cirebon,Subulussalam
ST03113,Stasiun Pasuruan,Payakumbuh
ST03114,Stasiun Gorontalo,Cilegon
ST03115,Stasiun Salatiga,Ambon
ST03116,Stasiun Probolinggo,Tomohon
ST03117,Stasiun Tangerang Selatan,Bau-Bau
ST03118,Stasiun Bandar Lampung,Sukabumi
ST03119,Stasiun Yogyakarta,Palangkaraya
ST03120,Stasiun Singkawang,Yogyakarta
ST03121,Stasiun Banda Aceh,Palembang
ST03122,Stasiun Pekanbaru,Denpasar
ST03123,Stasiun Cirebon,Langsa
ST03124,Stasiun Gorontalo,Payakumbuh
ST03125,Stasiun Pagaralam,Bau-Bau
ST03126,Stasiun Sukabumi,Padang Sidempuan
ST03127,Stasiun Sungai Penuh,Sawahlunto
ST03128,Stasiun Balikpapan,Denpasar
ST03129,Stasiun Pekalongan,Lhokseumawe
ST03130,Stasiun Palembang,Sungai Penuh
ST03131,Stasiun Kotamobagu,Tual
ST03132,Stasiun Semarang,Batam
ST03133,Stasiun Pasuruan,Batam
ST03134,Stasiun Bukittinggi,Kota Administrasi Jakarta Pusat
ST03135,Stasiun Tangerang Selatan,Tebingtinggi
ST03136,Stasiun Padang Sidempuan,Bengkulu
ST03137,Stasiun Depok,Balikpapan
ST03138,Stasiun Pematangsiantar,Jambi
ST03139,Stasiun Kota Administrasi Jakarta Selatan,Pekanbaru
ST03140,Stasiun Kota Administrasi Jakarta Selatan,Tomohon
ST03141,Stasiun Mojokerto,Bontang
ST03142,Stasiun Surabaya,Padang Sidempuan
ST03143,Stasiun Salatiga,Serang
ST03144,Stasiun Langsa,Cirebon
ST03145,Stasiun Balikpapan,Solok
ST03146,Stasiun Bogor,Palu
ST03147,Stasiun Payakumbuh,Bitung
ST03148,Stasiun Magelang,Palu
ST03149,Stasiun Jambi,Padangpanjang
ST03150,Stasiun Magelang,Manado
ST03151,Stasiun Ternate,Banda Aceh
ST03152,Stasiun Tidore Kepulauan,Dumai
ST03153,Stasiun Depok,Kota Administrasi Jakarta Barat
ST03154,Stasiun Padang,Banjarmasin
ST03155,Stasiun Tomohon,Pariaman
ST03156,Stasiun Lubuklinggau,Tidore Kepulauan
ST03157,Stasiun Tebingtinggi,Magelang
ST03158,Stasiun Tegal,Ambon
ST03159,Stasiun Kota Administrasi Jakarta Pusat,Pariaman
ST03160,Stasiun Batam,Surabaya
ST03161,Stasiun Pariaman,Pontianak
ST03162,Stasiun Samarinda,Kota Administrasi Jakarta Selatan
ST03163,Stasiun Surabaya,Mataram
ST03164,Stasiun Palu,Purwokerto
ST03165,Stasiun Palangkaraya,Surakarta
ST03166,Stasiun Tegal,Bitung
ST03167,Stasiun Madiun,Singkawang
ST03168,Stasiun Makassar,Denpasar
ST03169,Stasiun Manado,Dumai
ST03170,Stasiun Bandar Lampung,Ambon
ST03171,Stasiun Kotamobagu,Tarakan
ST03172,Stasiun Pariaman,Semarang
ST03173,Stasiun Salatiga,Lubuklinggau
ST03174,Stasiun Pekalongan,Tidore Kepulauan
ST03175,Stasiun Magelang,Kendari
ST03176,Stasiun Balikpapan,Surakarta
ST03177,Stasiun Medan,Purwokerto
ST03178,Stasiun Denpasar,Surakarta
ST03179,Stasiun Dumai,Salatiga
ST03180,Stasiun Pematangsiantar,Manado
ST03181,Stasiun Pangkalpinang,Tasikmalaya
ST03182,Stasiun Subulussalam,Padang
ST03183,Stasiun Cilegon,Madiun
ST03184,Stasiun Jayapura,Tanjungbalai
ST03185,Stasiun Mojokerto,Pariaman
ST03186,Stasiun Payakumbuh,Tarakan
ST03187,Stasiun Blitar,Medan
ST03188,Stasiun Bau-Bau,Kupang
ST03189,Stasiun Pekanbaru,Gorontalo
ST03190,Stasiun Tidore Kepulauan,Palu
ST03191,Stasiun Pekanbaru,Bukittinggi
ST03192,Stasiun Lubuklinggau,Sibolga
ST03193,Stasiun Kediri,Cirebon
ST03194,Stasiun Batam,Bengkulu
ST03195,Stasiun Batu,Denpasar
ST03196,Stasiun Banjarmasin,Sabang
ST03197,Stasiun Tebingtinggi,Bontang
ST03198,Stasiun Banjarmasin,Tebingtinggi
ST03199,Stasiun Padang,Bitung
ST03200,Stasiun Pekanbaru,Denpasar
ST03201,Stasiun Padang,Kota Administrasi Jakarta Barat
ST03202,Stasiun Jayapura,Sawahlunto
ST03203,Stasiun Sibolga,Tebingtinggi
ST03204,Stasiun Purwokerto,Tidore Kepulauan
ST03205,Stasiun Banda Aceh,Palu
ST03206,Stasiun Magelang,Prabumulih
ST03207,Stasiun Blitar,Bekasi
ST03208,Stasiun Lhokseumawe,Bukittinggi
ST03209,Stasiun Kota Administrasi Jakarta Barat,Padang
ST03210,Stasiun Kota Administrasi Jakarta Barat,Jayapura
ST03211,Stasiun Tanjungbalai,Batu
ST03212,Stasiun Pekanbaru,Banda Aceh
ST03213,Stasiun Bitung,Malang
ST03214,Stasiun Denpasar,Kota Administrasi Jakarta Barat
ST03215,Stasiun Cimahi,Lhokseumawe
ST03216,Stasiun Padangpanjang,Sibolga
ST03217,Stasiun Subulussalam,Solok
ST03218,Stasiun Tanjungbalai,Tanjungpinang
ST03219,Stasiun Makassar,Manado
ST03220,Stasiun Cimahi,Pontianak
ST03221,Stasiun Purwokerto,Sawahlunto
ST03222,Stasiun Kupang,Pematangsiantar
ST03223,Stasiun Kendari,Probolinggo
ST03224,Stasiun Batam,Denpasar
ST03225,Stasiun Bandung,Surabaya
ST03226,Stasiun Prabumulih,Banjarbaru
ST03227,Stasiun Madiun,Tanjungpinang
ST03228,Stasiun Padangpanjang,Sibolga
ST03229,Stasiun Cirebon,Bukittinggi
ST03230,Stasiun Kota Administrasi Jakarta Timur,Kota Administrasi Jakarta Utara
