ID_Kursi,Nomor_Kursi,ID_Gerbong
KS002560,99,GB05523
KS002561,3,GB08034
KS002562,88,GB09297
KS002563,54,GB03866
KS002564,11,GB03685
KS002565,19,GB04487
KS002566,88,GB00990
KS002567,85,GB04497
KS002568,76,GB06382
KS002569,11,GB06878
KS002570,90,GB05227
KS002571,12,GB10000
KS002572,51,GB06426
KS002573,22,GB07888
KS002574,12,GB04528
KS002575,45,GB07934
KS002576,7,GB06949
KS002577,41,GB08705
KS002578,89,GB07103
KS002579,100,GB08314
KS002580,56,GB02670
KS002581,99,GB03510
KS002582,57,GB08381
KS002583,48,GB07350
KS002584,60,GB01582
KS002585,87,GB07588
KS002586,16,GB02916
KS002587,9,GB09425
KS002588,76,GB09351
KS002589,25,GB09914
KS002590,12,GB08072
KS002591,49,GB07837
KS002592,1,GB08020
KS002593,82,GB00186
KS002594,1,GB02081
KS002595,22,GB07186
KS002596,74,GB06946
KS002597,100,GB02635
KS002598,95,GB04533
KS002599,40,GB05519
KS002600,24,GB07250
KS002601,65,GB04755
KS002602,26,GB00002
KS002603,90,GB00175
KS002604,29,GB09936
KS002605,70,GB08143
KS002606,65,GB00656
KS002607,54,GB04700
KS002608,55,GB05579
KS002609,73,GB05039
KS002610,95,GB09779
KS002611,12,GB08856
KS002612,54,GB08894
KS002613,83,GB04982
KS002614,77,GB08376
KS002615,63,GB04453
KS002616,78,GB03169
KS002617,90,GB02924
KS002618,1,GB03433
KS002619,93,GB09525
KS002620,19,GB02734
KS002621,49,GB09059
KS002622,52,GB08212
KS002623,61,GB00420
KS002624,83,GB03392
KS002625,61,GB06014
KS002626,48,GB08047
KS002627,69,GB06030
KS002628,37,GB05369
KS002629,62,GB06333
KS002630,42,GB03513
KS002631,1,GB09503
KS002632,19,GB04271
KS002633,96,GB06858
KS002634,37,GB03361
KS002635,3,GB08279
KS002636,15,GB03646
KS002637,17,GB02460
KS002638,23,GB05670
KS002639,59,GB06073
KS002640,3,GB04239
KS002641,10,GB02264
KS002642,21,GB06907
KS002643,51,GB05013
KS002644,97,GB03909
KS002645,89,GB06119
KS002646,94,GB00050
KS002647,74,GB04608
KS002648,41,GB06060
KS002649,95,GB07267
KS002650,30,GB01607
KS002651,37,GB09341
KS002652,20,GB06946
KS002653,55,GB02906
KS002654,19,GB04150
KS002655,63,GB07183
KS002656,55,GB00040
KS002657,26,GB09101
KS002658,20,GB08230
KS002659,8,GB07886
KS002660,9,GB00998
KS002661,7,GB02368
KS002662,33,GB05180
KS002663,68,GB08654
KS002664,87,GB07022
KS002665,35,GB01855
KS002666,81,GB07534
KS002667,84,GB09627
KS002668,31,GB09795
KS002669,78,GB06376
KS002670,79,GB07838
KS002671,78,GB04008
KS002672,85,GB03668
KS002673,97,GB03328
KS002674,32,GB08282
KS002675,26,GB03210
KS002676,68,GB07310
KS002677,55,GB09076
KS002678,66,GB03445
KS002679,71,GB06530
KS002680,67,GB09517
KS002681,68,GB02452
KS002682,45,GB08401
KS002683,16,GB07331
KS002684,27,GB09131
KS002685,93,GB07106
KS002686,69,GB01680
KS002687,49,GB05712
KS002688,24,GB02328
KS002689,32,GB05450
KS002690,5,GB08048
KS002691,82,GB09883
KS002692,91,GB03861
KS002693,62,GB08904
KS002694,63,GB03815
KS002695,94,GB05897
KS002696,18,GB01868
KS002697,75,GB09890
KS002698,67,GB00411
KS002699,49,GB08461
KS002700,33,GB09779
KS002701,52,GB00500
KS002702,86,GB03228
KS002703,27,GB04741
KS002704,23,GB09737
KS002705,100,GB05749
KS002706,8,GB08867
KS002707,51,GB07598
KS002708,20,GB02528
KS002709,53,GB07110
KS002710,24,GB08759
KS002711,12,GB00927
KS002712,58,GB06622
KS002713,57,GB07486
KS002714,95,GB07280
KS002715,100,GB08820
KS002716,53,GB07261
KS002717,86,GB03751
KS002718,90,GB09860
KS002719,62,GB01233
KS002720,69,GB01108
KS002721,78,GB00744
KS002722,46,GB09441
KS002723,57,GB04338
KS002724,56,GB08215
KS002725,74,GB09315
KS002726,30,GB03559
KS002727,5,GB05924
KS002728,28,GB07962
KS002729,36,GB00703
KS002730,86,GB06955
KS002731,21,GB04200
KS002732,18,GB06356
KS002733,16,GB00907
KS002734,91,GB03857
KS002735,31,GB02481
KS002736,36,GB09112
KS002737,89,GB07738
KS002738,64,GB03078
KS002739,50,GB05738
KS002740,14,GB08654
KS002741,69,GB04486
KS002742,100,GB09924
KS002743,15,GB08791
KS002744,53,GB06447
KS002745,11,GB03465
KS002746,19,GB09508
KS002747,39,GB00352
KS002748,52,GB03903
KS002749,47,GB07743
KS002750,24,GB04333
KS002751,60,GB06603
KS002752,27,GB09821
KS002753,71,GB05706
KS002754,61,GB02416
KS002755,51,GB08576
KS002756,42,GB00566
KS002757,2,GB07620
KS002758,18,GB09057
KS002759,87,GB04900
KS002760,30,GB08326
KS002761,83,GB05815
KS002762,68,GB00136
KS002763,4,GB09486
KS002764,80,GB09647
KS002765,66,GB07025
KS002766,56,GB09314
KS002767,21,GB04387
KS002768,83,GB05129
KS002769,89,GB00269
KS002770,42,GB01062
KS002771,35,GB00471
KS002772,40,GB08245
KS002773,97,GB07655
KS002774,96,GB03662
KS002775,45,GB09951
KS002776,63,GB06140
KS002777,35,GB03698
KS002778,37,GB05269
KS002779,31,GB06254
KS002780,38,GB09263
KS002781,51,GB01644
KS002782,92,GB01008
KS002783,63,GB08184
KS002784,93,GB09403
KS002785,78,GB07285
KS002786,59,GB02334
KS002787,20,GB02633
KS002788,19,GB07034
KS002789,40,GB06208
KS002790,94,GB01386
KS002791,97,GB05305
KS002792,31,GB03883
KS002793,5,GB00172
KS002794,19,GB08140
KS002795,2,GB02226
KS002796,59,GB05953
KS002797,95,GB00982
KS002798,61,GB06873
KS002799,79,GB07707
KS002800,98,GB07159
KS002801,89,GB09225
KS002802,32,GB08807
KS002803,89,GB00635
KS002804,41,GB01774
KS002805,33,GB05872
KS002806,31,GB09079
KS002807,49,GB09738
KS002808,87,GB00161
KS002809,15,GB07125
KS002810,67,GB01153
KS002811,20,GB00615
KS002812,64,GB05604
KS002813,1,GB00896
KS002814,4,GB06596
KS002815,79,GB01326
KS002816,45,GB05996
KS002817,68,GB05676
KS002818,73,GB03589
KS002819,75,GB02569
KS002820,19,GB04234
KS002821,33,GB05224
KS002822,46,GB07146
KS002823,44,GB02994
KS002824,28,GB02974
KS002825,17,GB01572
KS002826,39,GB08784
KS002827,79,GB05065
KS002828,36,GB01375
KS002829,25,GB09369
KS002830,74,GB06122
KS002831,84,GB01400
KS002832,58,GB06587
KS002833,73,GB09826
KS002834,26,GB03418
KS002835,7,GB03908
KS002836,71,GB01297
KS002837,41,GB07110
KS002838,75,GB05360
KS002839,76,GB00682
KS002840,62,GB00218
KS002841,45,GB07133
KS002842,77,GB06052
KS002843,91,GB01068
KS002844,2,GB07068
KS002845,27,GB06738
KS002846,15,GB01044
KS002847,18,GB08502
KS002848,63,GB04773
KS002849,6,GB08233
KS002850,83,GB01853
KS002851,9,GB07429
KS002852,25,GB00408
KS002853,88,GB06157
KS002854,74,GB09849
KS002855,30,GB08690
KS002856,19,GB01135
KS002857,36,GB05145
KS002858,17,GB08933
KS002859,57,GB08511
KS002860,75,GB09872
KS002861,97,GB09510
KS002862,73,GB06497
KS002863,18,GB08280
KS002864,74,GB03844
KS002865,1,GB03066
KS002866,71,GB04701
KS002867,8,GB05909
KS002868,19,GB01225
KS002869,65,GB05885
KS002870,7,GB05250
KS002871,50,GB00856
KS002872,72,GB03110
KS002873,96,GB01751
KS002874,74,GB01573
KS002875,20,GB06692
KS002876,7,GB04304
KS002877,90,GB08951
KS002878,46,GB08656
KS002879,73,GB06899
KS002880,42,GB04317
KS002881,79,GB09038
KS002882,9,GB08978
KS002883,35,GB04463
KS002884,2,GB09736
KS002885,31,GB08907
KS002886,55,GB05787
KS002887,40,GB07522
KS002888,9,GB03060
KS002889,64,GB00843
KS002890,88,GB06108
KS002891,33,GB08362
KS002892,59,GB05015
KS002893,68,GB07733
KS002894,5,GB05510
KS002895,52,GB06236
KS002896,20,GB03688
KS002897,4,GB00775
KS002898,48,GB06431
KS002899,1,GB09576
KS002900,84,GB05059
KS002901,35,GB06412
KS002902,14,GB05910
KS002903,2,GB01596
KS002904,18,GB03624
KS002905,43,GB00863
KS002906,54,GB06468
KS002907,81,GB06144
KS002908,49,GB07091
KS002909,8,GB05900
KS002910,4,GB05717
KS002911,80,GB00342
KS002912,66,GB05911
KS002913,83,GB06105
KS002914,90,GB07501
KS002915,55,GB05404
KS002916,63,GB08812
KS002917,74,GB03486
KS002918,61,GB09387
KS002919,90,GB04074
KS002920,75,GB01577
KS002921,78,GB05053
KS002922,63,GB04368
KS002923,29,GB07564
KS002924,20,GB09289
KS002925,76,GB00683
KS002926,91,GB03125
KS002927,42,GB02498
KS002928,11,GB09282
KS002929,94,GB06351
KS002930,3,GB09708
KS002931,16,GB00441
KS002932,18,GB07465
KS002933,55,GB04457
KS002934,64,GB01168
KS002935,98,GB05055
KS002936,24,GB04116
KS002937,87,GB03734
KS002938,22,GB01322
KS002939,13,GB01217
KS002940,81,GB09518
KS002941,7,GB02143
KS002942,56,GB06825
KS002943,98,GB02190
KS002944,31,GB07946
KS002945,58,GB03149
KS002946,81,GB09048
KS002947,14,GB03592
KS002948,32,GB00122
KS002949,79,GB08803
KS002950,32,GB01602
KS002951,34,GB06062
KS002952,21,GB04095
KS002953,63,GB08750
KS002954,99,GB00215
KS002955,27,GB05058
KS002956,50,GB03554
KS002957,26,GB02961
KS002958,66,GB07258
KS002959,34,GB02514
KS002960,47,GB06830
KS002961,41,GB06610
KS002962,71,GB06434
KS002963,53,GB08708
KS002964,5,GB05467
KS002965,71,GB00668
KS002966,5,GB00813
KS002967,92,GB05904
KS002968,72,GB09434
KS002969,85,GB05730
KS002970,90,GB03527
KS002971,70,GB01898
KS002972,42,GB07687
KS002973,48,GB00871
KS002974,12,GB05145
KS002975,35,GB03619
KS002976,88,GB08905
KS002977,89,GB05457
KS002978,59,GB08855
KS002979,14,GB09173
KS002980,82,GB00809
KS002981,62,GB07440
KS002982,80,GB04485
KS002983,80,GB01747
KS002984,37,GB08692
KS002985,67,GB01876
KS002986,45,GB01871
KS002987,38,GB04442
KS002988,55,GB06658
KS002989,12,GB09776
KS002990,85,GB09731
KS002991,44,GB04138
KS002992,15,GB07441
KS002993,12,GB00583
KS002994,1,GB06663
KS002995,47,GB06800
KS002996,19,GB06481
KS002997,51,GB07016
KS002998,69,GB09066
KS002999,47,GB04760
KS003000,41,GB05449
KS003001,31,GB06538
KS003002,29,GB08154
KS003003,64,GB06973
KS003004,56,GB05908
KS003005,78,GB05771
KS003006,80,GB09823
KS003007,6,GB02764
KS003008,85,GB03746
KS003009,36,GB04614
KS003010,100,GB02176
KS003011,30,GB09193
KS003012,14,GB07011
KS003013,24,GB03024
KS003014,49,GB07030
KS003015,35,GB08362
KS003016,40,GB01765
KS003017,68,GB06424
KS003018,13,GB05113
KS003019,50,GB02625
KS003020,71,GB08467
KS003021,30,GB06618
KS003022,28,GB05492
KS003023,69,GB00980
KS003024,85,GB06129
KS003025,97,GB03386
KS003026,26,GB01421
KS003027,85,GB05911
KS003028,11,GB03272
KS003029,10,GB03228
KS003030,45,GB07062
KS003031,15,GB01791
KS003032,57,GB00079
KS003033,21,GB07949
KS003034,65,GB04744
KS003035,61,GB03075
KS003036,39,GB05026
KS003037,59,GB09465
KS003038,25,GB07301
KS003039,22,GB02879
KS003040,30,GB01807
KS003041,62,GB06231
KS003042,10,GB09997
KS003043,90,GB06674
KS003044,72,GB02630
KS003045,22,GB05673
KS003046,67,GB08951
KS003047,44,GB08564
KS003048,35,GB03229
KS003049,16,GB03531
KS003050,82,GB05147
KS003051,90,GB08120
KS003052,39,GB00248
KS003053,68,GB07331
KS003054,40,GB07324
KS003055,36,GB00453
KS003056,58,GB03200
KS003057,79,GB07810
KS003058,20,GB09416
KS003059,81,GB06880
KS003060,14,GB07981
KS003061,45,GB06674
KS003062,44,GB07198
KS003063,63,GB09663
KS003064,74,GB00911
KS003065,50,GB02044
KS003066,65,GB03980
KS003067,95,GB04738
KS003068,34,GB02447
KS003069,43,GB02037
KS003070,12,GB08291
KS003071,5,GB09787
KS003072,41,GB04272
KS003073,43,GB05132
KS003074,10,GB09586
KS003075,85,GB02066
KS003076,38,GB01712
KS003077,48,GB02120
KS003078,66,GB07078
KS003079,31,GB05100
KS003080,71,GB04115
KS003081,1,GB01093
KS003082,55,GB01428
KS003083,86,GB07397
KS003084,7,GB06237
KS003085,33,GB09943
KS003086,16,GB04986
KS003087,40,GB05332
KS003088,28,GB04022
KS003089,64,GB05727
KS003090,23,GB00329
KS003091,13,GB05889
KS003092,49,GB01567
KS003093,36,GB07134
KS003094,87,GB01789
KS003095,49,GB04896
KS003096,10,GB05746
KS003097,61,GB03734
KS003098,25,GB07786
KS003099,55,GB08483
KS003100,35,GB00119
KS003101,93,GB01453
KS003102,26,GB04377
KS003103,10,GB08052
KS003104,65,GB01128
KS003105,2,GB00095
KS003106,63,GB01824
KS003107,74,GB06134
KS003108,62,GB01674
KS003109,85,GB04901
KS003110,45,GB01666
KS003111,40,GB09550
KS003112,46,GB01617
KS003113,36,GB09543
KS003114,89,GB05885
KS003115,42,GB08720
KS003116,100,GB03104
KS003117,70,GB07969
KS003118,28,GB06286
KS003119,71,GB00595
KS003120,60,GB02865
KS003121,77,GB06457
KS003122,55,GB01277
KS003123,67,GB00813
KS003124,69,GB04215
KS003125,31,GB08528
KS003126,67,GB01124
KS003127,49,GB08862
KS003128,40,GB08675
KS003129,18,GB07675
KS003130,92,GB02784
KS003131,26,GB00381
KS003132,77,GB09899
KS003133,5,GB07466
KS003134,3,GB05108
KS003135,93,GB06311
KS003136,36,GB04109
KS003137,44,GB00053
KS003138,31,GB00359
KS003139,85,GB00113
KS003140,49,GB00043
KS003141,34,GB05860
KS003142,92,GB02038
KS003143,87,GB09998
KS003144,79,GB00780
KS003145,66,GB01371
KS003146,66,GB07855
KS003147,30,GB03458
KS003148,7,GB00468
KS003149,23,GB08077
KS003150,82,GB06187
KS003151,31,GB02273
KS003152,59,GB03004
KS003153,22,GB03388
KS003154,64,GB03637
KS003155,55,GB05309
KS003156,8,GB04289
KS003157,27,GB02395
KS003158,84,GB06322
KS003159,6,GB05439
KS003160,75,GB00788
KS003161,34,GB07608
KS003162,30,GB05844
KS003163,27,GB05364
KS003164,19,GB02692
KS003165,54,GB05998
KS003166,34,GB09662
KS003167,27,GB00859
KS003168,98,GB05636
KS003169,27,GB09230
KS003170,60,GB03111
KS003171,99,GB05001
KS003172,48,GB01582
KS003173,25,GB05681
KS003174,79,GB09625
KS003175,56,GB04850
KS003176,19,GB06895
KS003177,8,GB06224
KS003178,8,GB00418
KS003179,79,GB09203
KS003180,80,GB07511
KS003181,21,GB07653
KS003182,33,GB00182
KS003183,90,GB05149
KS003184,12,GB04234
KS003185,84,GB03971
KS003186,15,GB06337
KS003187,38,GB01494
KS003188,9,GB09962
KS003189,79,GB01459
KS003190,90,GB03279
KS003191,56,GB06016
KS003192,54,GB05087
KS003193,92,GB00810
KS003194,83,GB02563
KS003195,90,GB05910
KS003196,37,GB02840
KS003197,55,GB00668
KS003198,6,GB06763
KS003199,17,GB08848
KS003200,97,GB09424
KS003201,85,GB03001
KS003202,22,GB03103
KS003203,67,GB04256
KS003204,27,GB05899
KS003205,60,GB09982
KS003206,79,GB03075
KS003207,69,GB09780
KS003208,41,GB09391
KS003209,39,GB06018
KS003210,72,GB09261
KS003211,22,GB02550
KS003212,42,GB01046
KS003213,83,GB07907
KS003214,36,GB07965
KS003215,42,GB02883
KS003216,77,GB04437
KS003217,80,GB07295
KS003218,59,GB05823
KS003219,51,GB06001
KS003220,41,GB01674
KS003221,21,GB08437
KS003222,100,GB08407
KS003223,87,GB05458
KS003224,56,GB03308
KS003225,69,GB03083
KS003226,55,GB08036
KS003227,53,GB06938
KS003228,45,GB07440
KS003229,8,GB03444
KS003230,11,GB00054
KS003231,11,GB02747
KS003232,17,GB01170
KS003233,32,GB03679
KS003234,83,GB08452
KS003235,64,GB05840
KS003236,27,GB04289
KS003237,23,GB01208
KS003238,39,GB04707
KS003239,95,GB08378
KS003240,28,GB05502
KS003241,37,GB05433
KS003242,97,GB07440
KS003243,37,GB09239
KS003244,65,GB08625
KS003245,92,GB03786
KS003246,80,GB06963
KS003247,67,GB03281
KS003248,72,GB02084
KS003249,47,GB02469
KS003250,48,GB04692
KS003251,28,GB00589
KS003252,80,GB03151
KS003253,44,GB04078
KS003254,97,GB05565
KS003255,23,GB01050
KS003256,46,GB01035
KS003257,63,GB03207
KS003258,88,GB04695
KS003259,49,GB06881
KS003260,3,GB07087
KS003261,69,GB09405
KS003262,82,GB09259
KS003263,92,GB02485
KS003264,96,GB04191
KS003265,61,GB01672
KS003266,46,GB07796
KS003267,100,GB05258
KS003268,54,GB01727
KS003269,3,GB08939
KS003270,6,GB01259
KS003271,5,GB03496
KS003272,3,GB02660
KS003273,23,GB01681
KS003274,92,GB02292
KS003275,27,GB09538
KS003276,44,GB05954
KS003277,14,GB02931
KS003278,13,GB06841
KS003279,77,GB08390
KS003280,29,GB02235
KS003281,25,GB02512
KS003282,72,GB05818
KS003283,34,GB01618
KS003284,34,GB02074
KS003285,22,GB06706
KS003286,30,GB02181
KS003287,53,GB02091
KS003288,15,GB04833
KS003289,34,GB05234
KS003290,26,GB07780
KS003291,14,GB05507
KS003292,83,GB00596
KS003293,35,GB05274
KS003294,16,GB06436
KS003295,63,GB08906
KS003296,57,GB08090
KS003297,71,GB08193
KS003298,5,GB01286
KS003299,87,GB02043
KS003300,82,GB05783
KS003301,98,GB09921
KS003302,13,GB03409
KS003303,23,GB06926
KS003304,69,GB04891
KS003305,24,GB03207
KS003306,23,GB06443
KS003307,25,GB05533
KS003308,46,GB04403
KS003309,54,GB00666
KS003310,27,GB03150
KS003311,92,GB06339
KS003312,95,GB09219
KS003313,91,GB03085
KS003314,12,GB00576
KS003315,44,GB07282
KS003316,11,GB09300
KS003317,59,GB04053
KS003318,23,GB03281
KS003319,91,GB08982
KS003320,13,GB05801
KS003321,38,GB05583
KS003322,44,GB02256
KS003323,59,GB09162
KS003324,94,GB07689
KS003325,56,GB02649
KS003326,81,GB06242
KS003327,1,GB02985
KS003328,28,GB05403
KS003329,55,GB04657
KS003330,3,GB09557
KS003331,30,GB00239
KS003332,80,GB08751
KS003333,56,GB08337
KS003334,78,GB01283
KS003335,77,GB06113
KS003336,2,GB07893
KS003337,90,GB09187
KS003338,56,GB08118
KS003339,73,GB06423
KS003340,73,GB09363
KS003341,78,GB09277
KS003342,28,GB08596
KS003343,14,GB09331
KS003344,83,GB02021
KS003345,81,GB09309
KS003346,38,GB09208
KS003347,88,GB07539
KS003348,35,GB06370
KS003349,16,GB02840
KS003350,31,GB01368
KS003351,77,GB00144
KS003352,5,GB02327
KS003353,38,GB01492
KS003354,47,GB05519
KS003355,15,GB08101
KS003356,42,GB08515
KS003357,98,GB06496
KS003358,28,GB07424
KS003359,27,GB05460
KS003360,27,GB03322
KS003361,22,GB07759
KS003362,5,GB02140
KS003363,65,GB09718
KS003364,78,GB06584
KS003365,53,GB07119
KS003366,65,GB07091
KS003367,69,GB06046
KS003368,70,GB04401
KS003369,28,GB01141
KS003370,12,GB06312
KS003371,21,GB01099
KS003372,8,GB06638
KS003373,46,GB01381
KS003374,40,GB04147
KS003375,60,GB03388
KS003376,79,GB06596
KS003377,94,GB05959
KS003378,88,GB04755
KS003379,96,GB03293
KS003380,11,GB00299
KS003381,44,GB05795
KS003382,57,GB08115
KS003383,9,GB00741
KS003384,27,GB00902
KS003385,85,GB02358
KS003386,60,GB05416
KS003387,74,GB06789
KS003388,6,GB09130
KS003389,81,GB08943
KS003390,75,GB05418
KS003391,71,GB06276
KS003392,79,GB07396
KS003393,78,GB03098
KS003394,43,GB08543
KS003395,39,GB03340
KS003396,33,GB02640
KS003397,25,GB01636
KS003398,34,GB09296
KS003399,36,GB05463
KS003400,22,GB01662
KS003401,22,GB05663
KS003402,91,GB08982
KS003403,56,GB00744
KS003404,55,GB02277
KS003405,83,GB00081
KS003406,97,GB08392
KS003407,14,GB09037
KS003408,6,GB04466
KS003409,7,GB09409
KS003410,93,GB09581
KS003411,15,GB05194
KS003412,16,GB04948
KS003413,96,GB01702
KS003414,38,GB00035
KS003415,46,GB00977
KS003416,72,GB05713
KS003417,2,GB01298
KS003418,91,GB03968
KS003419,87,GB04363
KS003420,62,GB04469
KS003421,92,GB02647
KS003422,77,GB06579
KS003423,29,GB06794
KS003424,33,GB01183
KS003425,24,GB02815
KS003426,53,GB04968
KS003427,58,GB02223
KS003428,41,GB04374
KS003429,89,GB03592
KS003430,90,GB09420
KS003431,95,GB02922
KS003432,37,GB05580
KS003433,28,GB09826
KS003434,93,GB06519
KS003435,2,GB04739
KS003436,17,GB04154
KS003437,4,GB08797
KS003438,11,GB07431
KS003439,37,GB04530
KS003440,18,GB06020
KS003441,87,GB03888
KS003442,74,GB06557
KS003443,68,GB05529
KS003444,97,GB03044
KS003445,58,GB07087
KS003446,65,GB02899
KS003447,3,GB09313
KS003448,13,GB08980
KS003449,83,GB08994
KS003450,14,GB02711
KS003451,20,GB05025
KS003452,99,GB06295
KS003453,50,GB02015
KS003454,34,GB02615
KS003455,100,GB08797
KS003456,6,GB09920
KS003457,63,GB00027
KS003458,21,GB00132
KS003459,78,GB07669
KS003460,76,GB00251
KS003461,78,GB07133
KS003462,87,GB04045
KS003463,46,GB01664
KS003464,88,GB05213
KS003465,80,GB01269
KS003466,10,GB07688
KS003467,44,GB03494
KS003468,31,GB01922
KS003469,57,GB00900
KS003470,18,GB05740
KS003471,27,GB03920
KS003472,64,GB09807
KS003473,61,GB00028
KS003474,69,GB06378
KS003475,7,GB05053
KS003476,83,GB03862
KS003477,60,GB07842
KS003478,45,GB09017
KS003479,59,GB02951
KS003480,99,GB06026
KS003481,26,GB07655
KS003482,12,GB08067
KS003483,18,GB00582
KS003484,88,GB01882
KS003485,42,GB03776
KS003486,31,GB03722
KS003487,4,GB00122
KS003488,26,GB03054
KS003489,44,GB06272
KS003490,74,GB06812
KS003491,35,GB07292
KS003492,98,GB04120
KS003493,9,GB03127
KS003494,31,GB01147
KS003495,13,GB05846
KS003496,12,GB09746
KS003497,54,GB08244
KS003498,30,GB09998
KS003499,38,GB08838
KS003500,97,GB04934
KS003501,21,GB02311
KS003502,53,GB07084
KS003503,26,GB01424
KS003504,48,GB04959
KS003505,28,GB00289
KS003506,76,GB00481
KS003507,27,GB05099
KS003508,89,GB09313
KS003509,16,GB04043
KS003510,10,GB05830
KS003511,49,GB05614
KS003512,26,GB06213
KS003513,56,GB08129
KS003514,12,GB03395
KS003515,52,GB05016
KS003516,54,GB03208
KS003517,43,GB01368
KS003518,96,GB04940
KS003519,42,GB02766
KS003520,24,GB08439
KS003521,97,GB02223
KS003522,28,GB02281
KS003523,42,GB03545
KS003524,40,GB08381
KS003525,85,GB05260
KS003526,93,GB03064
KS003527,92,GB09759
KS003528,58,GB09309
KS003529,28,GB04189
KS003530,77,GB06658
KS003531,46,GB07179
KS003532,59,GB05166
KS003533,71,GB03931
KS003534,83,GB03625
KS003535,45,GB02889
KS003536,16,GB09953
KS003537,64,GB00003
KS003538,88,GB06350
KS003539,38,GB00107
KS003540,56,GB04726
KS003541,12,GB02354
KS003542,26,GB01251
KS003543,42,GB04603
KS003544,6,GB02549
KS003545,40,GB04281
KS003546,59,GB08242
KS003547,27,GB00137
KS003548,58,GB05473
KS003549,2,GB01754
KS003550,52,GB03225
KS003551,19,GB08151
KS003552,82,GB00343
KS003553,25,GB04413
KS003554,74,GB01885
KS003555,33,GB01675
KS003556,3,GB05673
KS003557,17,GB06233
KS003558,78,GB06503
KS003559,26,GB06774
KS003560,39,GB02739
KS003561,60,GB02504
KS003562,94,GB01215
KS003563,24,GB06656
KS003564,34,GB05133
KS003565,37,GB03322
KS003566,50,GB07970
KS003567,54,GB08351
KS003568,83,GB07882
KS003569,79,GB07103
KS003570,62,GB05010
KS003571,50,GB07854
KS003572,81,GB03047
KS003573,50,GB09763
KS003574,66,GB06691
KS003575,91,GB03187
KS003576,1,GB01459
KS003577,89,GB03809
KS003578,27,GB03615
KS003579,17,GB07999
KS003580,79,GB09191
KS003581,95,GB09014
KS003582,18,GB01551
KS003583,58,GB00020
KS003584,22,GB06833
KS003585,86,GB07930
KS003586,16,GB09880
KS003587,73,GB06305
KS003588,10,GB04860
KS003589,78,GB04639
KS003590,80,GB01541
KS003591,70,GB05765
KS003592,16,GB05050
KS003593,95,GB07532
KS003594,46,GB06922
KS003595,16,GB06813
KS003596,95,GB00682
KS003597,27,GB08925
KS003598,37,GB09555
KS003599,42,GB02462
KS003600,51,GB00480
KS003601,54,GB08445
KS003602,24,GB02584
KS003603,65,GB07511
KS003604,73,GB05135
KS003605,91,GB06619
KS003606,10,GB05028
KS003607,100,GB01387
KS003608,97,GB00177
KS003609,73,GB06232
KS003610,49,GB01146
KS003611,87,GB06040
KS003612,79,GB02781
KS003613,80,GB03113
KS003614,21,GB05528
KS003615,58,GB08648
KS003616,77,GB00754
KS003617,71,GB08269
KS003618,43,GB00710
KS003619,55,GB09314
KS003620,2,GB03134
KS003621,8,GB03647
KS003622,37,GB07908
KS003623,95,GB01167
KS003624,11,GB03015
KS003625,7,GB02250
KS003626,61,GB03483
KS003627,4,GB02277
KS003628,30,GB08654
KS003629,81,GB05942
KS003630,82,GB09393
KS003631,43,GB01596
KS003632,89,GB02283
KS003633,76,GB02525
KS003634,5,GB07614
KS003635,20,GB02412
KS003636,26,GB00749
KS003637,27,GB03974
KS003638,48,GB09068
KS003639,20,GB03647
KS003640,29,GB09443
KS003641,70,GB05888
KS003642,9,GB01730
KS003643,90,GB01966
KS003644,31,GB09545
KS003645,64,GB07694
KS003646,32,GB08865
KS003647,85,GB07500
KS003648,78,GB02578
KS003649,57,GB09033
KS003650,60,GB06391
KS003651,57,GB08741
KS003652,21,GB04029
KS003653,51,GB00126
KS003654,82,GB09034
KS003655,92,GB04802
KS003656,24,GB02134
KS003657,76,GB06279
KS003658,98,GB06687
KS003659,43,GB01705
KS003660,39,GB04190
KS003661,88,GB04264
KS003662,66,GB06174
KS003663,44,GB07529
KS003664,35,GB03244
KS003665,4,GB06602
KS003666,20,GB00381
KS003667,49,GB08649
KS003668,9,GB05070
KS003669,87,GB09128
KS003670,82,GB04895
KS003671,73,GB02022
KS003672,76,GB08287
KS003673,90,GB07194
KS003674,19,GB00826
KS003675,23,GB09670
KS003676,66,GB01297
KS003677,9,GB03416
KS003678,2,GB00078
KS003679,67,GB04452
KS003680,31,GB03580
KS003681,75,GB01961
KS003682,38,GB01380
KS003683,75,GB09007
KS003684,15,GB01237
KS003685,90,GB07177
KS003686,76,GB06721
KS003687,32,GB03196
KS003688,3,GB05532
KS003689,1,GB07448
KS003690,97,GB04581
KS003691,74,GB05567
KS003692,7,GB04625
KS003693,37,GB03917
KS003694,22,GB07226
KS003695,13,GB09677
KS003696,22,GB09346
KS003697,72,GB00098
KS003698,19,GB08522
KS003699,36,GB04321
KS003700,98,GB01827
KS003701,53,GB01417
KS003702,87,GB06190
KS003703,76,GB03492
KS003704,88,GB06693
KS003705,23,GB04473
KS003706,8,GB08514
KS003707,95,GB08622
KS003708,99,GB05415
KS003709,15,GB07010
KS003710,30,GB02175
KS003711,31,GB08290
KS003712,14,GB03209
KS003713,63,GB00229
KS003714,95,GB05246
KS003715,62,GB04822
KS003716,10,GB00618
KS003717,32,GB07797
KS003718,53,GB02601
KS003719,23,GB06790
KS003720,94,GB05483
KS003721,77,GB04387
KS003722,16,GB05347
KS003723,17,GB05901
