ID_Perjalanan,ID_StasiunAwal,ID_StasiunTujuan,ID_Kereta,Tgl_Keberangkatan,Waktu_Keberangkatan,Tgl_Tiba,Waktu_Tiba,Harga_Tiket
PRJ0000617,ST01387,ST01000,KRT02900,2025-11-04,14:38:57,2025-11-04,17:38:57,210063
PRJ0000618,ST08011,ST00674,KRT01615,2025-11-01,00:03:30,2025-11-01,07:03:30,463021
PRJ0000619,ST02290,ST02304,KRT00591,2025-11-02,20:05:47,2025-11-03,03:05:47,467194
PRJ0000620,ST06859,ST01557,KRT02839,2025-10-21,00:15:43,2025-10-21,05:15:43,413841
PRJ0000621,ST04102,ST05121,KRT01344,2025-10-26,20:15:37,2025-10-27,03:15:37,172789
PRJ0000622,ST04857,ST05514,KRT01026,2025-10-24,09:58:45,2025-10-24,12:58:45,148738
PRJ0000623,ST03285,ST08802,KRT09177,2025-10-20,04:25:44,2025-10-20,09:25:44,116482
PRJ0000624,ST07638,ST03255,KRT00353,2025-10-21,08:01:39,2025-10-21,12:01:39,135070
PRJ0000625,ST07216,ST07301,KRT06050,2025-11-14,22:58:12,2025-11-15,02:58:12,274510
PRJ0000626,ST03493,ST05078,KRT07630,2025-10-24,17:03:34,2025-10-25,01:03:34,172299
PRJ0000627,ST04550,ST06216,KRT02465,2025-10-21,01:06:22,2025-10-21,06:06:22,36041
PRJ0000628,ST03163,ST00245,KRT05813,2025-10-26,09:57:59,2025-10-26,15:57:59,463010
PRJ0000629,ST05034,ST01327,KRT02569,2025-11-13,02:17:05,2025-11-13,05:17:05,90018
PRJ0000630,ST05055,ST02381,KRT09783,2025-11-05,04:59:32,2025-11-05,08:59:32,204665
PRJ0000631,ST04168,ST06450,KRT06755,2025-11-15,21:43:22,2025-11-15,23:43:22,61184
PRJ0000632,ST00211,ST01946,KRT03964,2025-10-20,05:59:37,2025-10-20,10:59:37,55969
PRJ0000633,ST03789,ST06313,KRT09705,2025-10-28,22:44:19,2025-10-29,06:44:19,253898
PRJ0000634,ST01834,ST02234,KRT07328,2025-10-27,07:43:17,2025-10-27,11:43:17,213862
PRJ0000635,ST09394,ST01725,KRT03076,2025-10-29,00:58:12,2025-10-29,01:58:12,35272
PRJ0000636,ST03215,ST01596,KRT06082,2025-11-11,15:12:48,2025-11-11,22:12:48,267298
PRJ0000637,ST09993,ST00146,KRT00555,2025-11-02,12:19:02,2025-11-02,19:19:02,123272
PRJ0000638,ST08048,ST00131,KRT09421,2025-11-15,22:00:07,2025-11-16,05:00:07,265724
PRJ0000639,ST05444,ST01407,KRT01028,2025-11-15,01:12:04,2025-11-15,06:12:04,135608
PRJ0000640,ST06592,ST06119,KRT08084,2025-11-09,00:32:21,2025-11-09,06:32:21,196061
PRJ0000641,ST07258,ST05748,KRT04510,2025-11-18,14:03:53,2025-11-18,19:03:53,446730
PRJ0000642,ST09211,ST01995,KRT07172,2025-11-01,16:42:36,2025-11-01,23:42:36,52076
PRJ0000643,ST01427,ST08047,KRT01309,2025-10-27,04:59:41,2025-10-27,07:59:41,421464
PRJ0000644,ST05812,ST06684,KRT09642,2025-10-22,23:05:40,2025-10-23,06:05:40,131348
PRJ0000645,ST07011,ST02936,KRT05913,2025-10-20,14:30:02,2025-10-20,22:30:02,341877
PRJ0000646,ST04447,ST03265,KRT00883,2025-10-27,18:38:49,2025-10-27,19:38:49,183615
PRJ0000647,ST07032,ST04686,KRT00182,2025-10-28,20:25:55,2025-10-29,04:25:55,70173
PRJ0000648,ST02343,ST07735,KRT03393,2025-10-24,04:25:50,2025-10-24,05:25:50,171075
PRJ0000649,ST09366,ST06260,KRT01646,2025-11-07,13:15:31,2025-11-07,18:15:31,83394
PRJ0000650,ST07721,ST07802,KRT04596,2025-10-23,12:06:38,2025-10-23,17:06:38,182147
PRJ0000651,ST00582,ST02010,KRT01394,2025-11-10,07:56:27,2025-11-10,11:56:27,229450
PRJ0000652,ST06723,ST00670,KRT09239,2025-10-26,13:31:48,2025-10-26,21:31:48,196368
PRJ0000653,ST01917,ST01642,KRT00928,2025-10-29,13:07:23,2025-10-29,14:07:23,461836
PRJ0000654,ST00383,ST01077,KRT08827,2025-11-10,18:32:46,2025-11-10,21:32:46,420034
PRJ0000655,ST03514,ST07206,KRT05722,2025-10-31,00:42:43,2025-10-31,01:42:43,108715
PRJ0000656,ST06685,ST02868,KRT08782,2025-11-13,03:17:26,2025-11-13,04:17:26,104792
PRJ0000657,ST03798,ST05963,KRT00891,2025-10-25,02:47:24,2025-10-25,09:47:24,97456
PRJ0000658,ST04886,ST03586,KRT00933,2025-10-28,23:06:49,2025-10-29,05:06:49,57720
PRJ0000659,ST05473,ST04504,KRT01112,2025-11-06,08:54:35,2025-11-06,10:54:35,144695
PRJ0000660,ST06371,ST05203,KRT01946,2025-11-17,19:45:33,2025-11-18,03:45:33,440194
PRJ0000661,ST02480,ST00765,KRT01798,2025-10-23,01:02:48,2025-10-23,07:02:48,58099
PRJ0000662,ST02135,ST02407,KRT02224,2025-10-27,19:09:20,2025-10-27,23:09:20,491169
PRJ0000663,ST07913,ST01319,KRT00372,2025-11-09,01:40:14,2025-11-09,05:40:14,109471
PRJ0000664,ST09819,ST01002,KRT06287,2025-11-04,19:12:08,2025-11-05,00:12:08,458823
PRJ0000665,ST06311,ST01947,KRT06568,2025-10-23,12:26:06,2025-10-23,15:26:06,354201
PRJ0000666,ST03978,ST01223,KRT06456,2025-11-01,15:06:01,2025-11-01,17:06:01,221640
PRJ0000667,ST09428,ST07780,KRT07720,2025-10-24,23:48:42,2025-10-25,01:48:42,405958
PRJ0000668,ST01160,ST06807,KRT08177,2025-11-06,21:04:44,2025-11-07,00:04:44,248997
PRJ0000669,ST09137,ST02134,KRT05809,2025-11-13,01:17:37,2025-11-13,03:17:37,172083
PRJ0000670,ST06309,ST07644,KRT07396,2025-11-08,04:00:30,2025-11-08,09:00:30,405792
PRJ0000671,ST05376,ST00582,KRT02008,2025-11-11,15:14:48,2025-11-11,18:14:48,242677
PRJ0000672,ST05870,ST08539,KRT09056,2025-10-31,07:40:23,2025-10-31,14:40:23,86644
PRJ0000673,ST06185,ST01172,KRT07355,2025-10-22,12:57:28,2025-10-22,16:57:28,190116
PRJ0000674,ST01121,ST08152,KRT01529,2025-11-11,04:11:50,2025-11-11,11:11:50,359187
PRJ0000675,ST03193,ST07417,KRT07614,2025-11-11,23:14:28,2025-11-12,06:14:28,485887
PRJ0000676,ST04831,ST04120,KRT07843,2025-10-29,02:22:53,2025-10-29,08:22:53,344210
PRJ0000677,ST03566,ST07237,KRT02753,2025-11-15,05:42:47,2025-11-15,12:42:47,375640
PRJ0000678,ST06643,ST05768,KRT02010,2025-10-25,23:32:09,2025-10-26,01:32:09,479541
PRJ0000679,ST07842,ST09903,KRT09309,2025-11-15,05:28:25,2025-11-15,12:28:25,132240
PRJ0000680,ST01348,ST01132,KRT02825,2025-11-17,15:50:48,2025-11-17,23:50:48,343034
PRJ0000681,ST03572,ST08861,KRT00292,2025-11-14,21:26:35,2025-11-15,01:26:35,173664
PRJ0000682,ST02991,ST06098,KRT06700,2025-11-07,07:59:24,2025-11-07,14:59:24,115895
PRJ0000683,ST03462,ST08706,KRT06232,2025-11-15,16:24:01,2025-11-15,17:24:01,300592
PRJ0000684,ST09976,ST02691,KRT02094,2025-11-02,12:49:19,2025-11-02,20:49:19,154297
PRJ0000685,ST01868,ST00236,KRT07774,2025-11-14,17:30:10,2025-11-15,01:30:10,154893
PRJ0000686,ST07387,ST04884,KRT04814,2025-11-10,01:50:52,2025-11-10,04:50:52,366601
PRJ0000687,ST05071,ST04008,KRT06980,2025-11-13,03:28:45,2025-11-13,09:28:45,490892
PRJ0000688,ST04900,ST08448,KRT08239,2025-11-16,08:39:02,2025-11-16,09:39:02,282480
PRJ0000689,ST09364,ST04173,KRT02167,2025-10-28,04:16:10,2025-10-28,05:16:10,236541
PRJ0000690,ST07174,ST09411,KRT05507,2025-11-12,01:14:33,2025-11-12,05:14:33,53545
PRJ0000691,ST07624,ST09780,KRT03809,2025-11-08,16:28:25,2025-11-08,23:28:25,192181
PRJ0000692,ST08999,ST09037,KRT03143,2025-10-25,04:31:54,2025-10-25,12:31:54,431489
PRJ0000693,ST03404,ST04667,KRT02683,2025-10-24,23:04:02,2025-10-25,06:04:02,114319
PRJ0000694,ST04667,ST06590,KRT02057,2025-11-07,04:34:39,2025-11-07,09:34:39,172206
PRJ0000695,ST08797,ST07454,KRT03640,2025-10-25,22:10:34,2025-10-26,01:10:34,119478
PRJ0000696,ST01636,ST03083,KRT04517,2025-11-07,12:44:49,2025-11-07,13:44:49,476279
PRJ0000697,ST00031,ST00098,KRT02669,2025-11-12,10:20:42,2025-11-12,16:20:42,64005
PRJ0000698,ST04226,ST08662,KRT03103,2025-10-27,13:13:14,2025-10-27,20:13:14,352597
PRJ0000699,ST05393,ST00331,KRT05879,2025-11-18,05:38:46,2025-11-18,10:38:46,348583
PRJ0000700,ST03213,ST07136,KRT03850,2025-10-25,10:39:50,2025-10-25,15:39:50,56105
PRJ0000701,ST05767,ST02611,KRT03502,2025-11-05,22:28:28,2025-11-06,06:28:28,49629
PRJ0000702,ST02762,ST00099,KRT01255,2025-11-03,08:41:42,2025-11-03,12:41:42,250120
PRJ0000703,ST03684,ST06244,KRT03637,2025-11-12,03:48:45,2025-11-12,06:48:45,239493
PRJ0000704,ST09425,ST08871,KRT08235,2025-11-14,21:18:41,2025-11-15,01:18:41,432487
PRJ0000705,ST04505,ST03049,KRT01357,2025-11-18,09:40:51,2025-11-18,14:40:51,315472
PRJ0000706,ST02454,ST00986,KRT09917,2025-10-27,07:26:35,2025-10-27,08:26:35,324903
PRJ0000707,ST05741,ST04425,KRT06096,2025-11-08,11:01:09,2025-11-08,13:01:09,147640
PRJ0000708,ST02306,ST06772,KRT02650,2025-11-11,08:23:16,2025-11-11,11:23:16,458134
PRJ0000709,ST08340,ST09448,KRT08984,2025-11-16,19:12:04,2025-11-16,21:12:04,39183
PRJ0000710,ST05789,ST00698,KRT09825,2025-11-17,00:42:48,2025-11-17,01:42:48,46706
PRJ0000711,ST01602,ST09836,KRT05498,2025-11-16,15:25:01,2025-11-16,23:25:01,234970
PRJ0000712,ST07674,ST09751,KRT00845,2025-10-21,03:15:21,2025-10-21,08:15:21,91577
PRJ0000713,ST05965,ST00615,KRT09622,2025-10-27,01:26:52,2025-10-27,05:26:52,83000
PRJ0000714,ST08087,ST01357,KRT07476,2025-10-26,08:09:56,2025-10-26,10:09:56,91137
PRJ0000715,ST00108,ST08777,KRT02317,2025-11-18,06:23:00,2025-11-18,14:23:00,323926
PRJ0000716,ST02510,ST03836,KRT04861,2025-11-13,11:42:09,2025-11-13,17:42:09,204920
PRJ0000717,ST08120,ST06739,KRT06223,2025-11-14,16:44:12,2025-11-14,21:44:12,273309
PRJ0000718,ST07879,ST05131,KRT06361,2025-11-04,00:23:27,2025-11-04,01:23:27,392031
PRJ0000719,ST03255,ST04588,KRT00133,2025-10-22,08:25:36,2025-10-22,13:25:36,274947
PRJ0000720,ST09572,ST04454,KRT02924,2025-10-21,20:37:38,2025-10-22,01:37:38,186459
PRJ0000721,ST08104,ST04300,KRT06655,2025-11-06,22:01:59,2025-11-06,23:01:59,280900
PRJ0000722,ST06909,ST04596,KRT01920,2025-11-09,08:16:05,2025-11-09,13:16:05,180804
PRJ0000723,ST00802,ST06184,KRT02721,2025-10-28,23:16:14,2025-10-29,01:16:14,330627
PRJ0000724,ST00759,ST08404,KRT01124,2025-11-16,10:37:45,2025-11-16,15:37:45,423889
PRJ0000725,ST02269,ST02324,KRT03887,2025-11-04,07:20:22,2025-11-04,10:20:22,49080
PRJ0000726,ST08858,ST08091,KRT03401,2025-11-05,22:13:58,2025-11-06,05:13:58,266706
PRJ0000727,ST08759,ST04956,KRT01080,2025-10-29,21:04:14,2025-10-30,00:04:14,336447
PRJ0000728,ST08338,ST05036,KRT01561,2025-11-10,09:12:59,2025-11-10,16:12:59,430074
PRJ0000729,ST02334,ST02267,KRT01779,2025-11-15,03:08:55,2025-11-15,07:08:55,333345
PRJ0000730,ST08250,ST02218,KRT05978,2025-11-08,17:53:17,2025-11-08,22:53:17,419180
PRJ0000731,ST01586,ST04677,KRT06740,2025-11-01,02:47:49,2025-11-01,03:47:49,418579
PRJ0000732,ST06038,ST03843,KRT02712,2025-10-26,20:54:21,2025-10-27,01:54:21,51892
PRJ0000733,ST02965,ST06435,KRT03567,2025-11-05,20:04:47,2025-11-06,03:04:47,290136
PRJ0000734,ST01730,ST06930,KRT05679,2025-10-25,17:08:26,2025-10-26,01:08:26,309256
PRJ0000735,ST00459,ST05029,KRT04329,2025-11-01,05:49:48,2025-11-01,09:49:48,289447
PRJ0000736,ST04675,ST03914,KRT09800,2025-11-17,09:17:23,2025-11-17,11:17:23,420759
PRJ0000737,ST07302,ST05964,KRT03675,2025-11-10,07:07:40,2025-11-10,12:07:40,101169
PRJ0000738,ST09513,ST07434,KRT00143,2025-10-27,16:30:46,2025-10-27,19:30:46,299075
PRJ0000739,ST01726,ST09168,KRT05566,2025-11-06,03:21:54,2025-11-06,11:21:54,41937
PRJ0000740,ST02819,ST08381,KRT03836,2025-10-25,05:44:56,2025-10-25,10:44:56,215471
PRJ0000741,ST01519,ST01912,KRT08669,2025-11-08,19:51:24,2025-11-09,01:51:24,432125
PRJ0000742,ST07443,ST00700,KRT01293,2025-11-06,14:11:23,2025-11-06,22:11:23,344442
PRJ0000743,ST04299,ST09047,KRT03089,2025-10-31,20:50:42,2025-10-31,22:50:42,394020
PRJ0000744,ST09874,ST08489,KRT08419,2025-11-14,00:34:14,2025-11-14,03:34:14,334465
PRJ0000745,ST01223,ST00106,KRT04968,2025-11-06,16:29:54,2025-11-06,23:29:54,51490
PRJ0000746,ST04401,ST01630,KRT03665,2025-10-23,10:11:47,2025-10-23,16:11:47,339051
PRJ0000747,ST08646,ST05384,KRT09690,2025-11-01,13:43:45,2025-11-01,14:43:45,478004
PRJ0000748,ST08810,ST01159,KRT09582,2025-10-25,13:50:11,2025-10-25,15:50:11,177067
PRJ0000749,ST06180,ST09290,KRT05953,2025-11-01,12:29:01,2025-11-01,19:29:01,171974
PRJ0000750,ST03470,ST03944,KRT05204,2025-10-21,02:57:03,2025-10-21,10:57:03,80082
PRJ0000751,ST09634,ST07697,KRT03765,2025-11-10,21:37:55,2025-11-11,02:37:55,447058
PRJ0000752,ST03759,ST03119,KRT04465,2025-11-06,11:17:12,2025-11-06,16:17:12,139002
PRJ0000753,ST01162,ST02035,KRT05947,2025-11-10,14:19:32,2025-11-10,17:19:32,363920
PRJ0000754,ST01681,ST04584,KRT04103,2025-11-08,22:32:52,2025-11-09,05:32:52,417173
PRJ0000755,ST00450,ST02338,KRT04296,2025-11-13,15:25:19,2025-11-13,18:25:19,337252
PRJ0000756,ST08222,ST03921,KRT02457,2025-10-31,03:48:09,2025-10-31,04:48:09,392748
PRJ0000757,ST02336,ST00143,KRT07175,2025-10-20,20:22:37,2025-10-21,01:22:37,301849
PRJ0000758,ST02783,ST08622,KRT03682,2025-11-07,04:36:06,2025-11-07,12:36:06,191573
PRJ0000759,ST04623,ST03112,KRT06393,2025-10-28,23:03:42,2025-10-29,05:03:42,322465
PRJ0000760,ST02211,ST01932,KRT01989,2025-10-29,13:20:55,2025-10-29,17:20:55,360349
PRJ0000761,ST08737,ST04430,KRT09182,2025-10-22,05:00:39,2025-10-22,07:00:39,497520
PRJ0000762,ST00653,ST07830,KRT07293,2025-11-09,00:30:57,2025-11-09,02:30:57,363132
PRJ0000763,ST09206,ST00828,KRT06136,2025-11-07,22:33:10,2025-11-08,05:33:10,467593
PRJ0000764,ST09450,ST08509,KRT01153,2025-11-13,20:33:27,2025-11-14,02:33:27,187934
PRJ0000765,ST08077,ST03383,KRT04834,2025-11-17,20:57:42,2025-11-17,23:57:42,131627
PRJ0000766,ST02589,ST05464,KRT03238,2025-11-18,18:03:12,2025-11-18,20:03:12,498600
PRJ0000767,ST08268,ST07154,KRT05230,2025-11-08,06:27:47,2025-11-08,08:27:47,260202
PRJ0000768,ST05194,ST06851,KRT07544,2025-10-25,11:35:41,2025-10-25,17:35:41,63934
PRJ0000769,ST03346,ST04230,KRT02485,2025-11-01,13:12:53,2025-11-01,16:12:53,240282
PRJ0000770,ST00523,ST06929,KRT04808,2025-10-24,06:54:08,2025-10-24,08:54:08,329205
PRJ0000771,ST03603,ST04316,KRT00445,2025-10-29,09:20:03,2025-10-29,15:20:03,116163
PRJ0000772,ST05844,ST08582,KRT00003,2025-11-01,22:38:52,2025-11-02,03:38:52,268788
PRJ0000773,ST08843,ST05622,KRT01193,2025-10-23,12:07:57,2025-10-23,17:07:57,463670
PRJ0000774,ST02116,ST04698,KRT08554,2025-10-20,11:42:35,2025-10-20,16:42:35,285809
PRJ0000775,ST09099,ST04735,KRT00297,2025-11-12,09:39:41,2025-11-12,13:39:41,58343
PRJ0000776,ST05523,ST00267,KRT03146,2025-10-27,08:15:48,2025-10-27,16:15:48,365479
PRJ0000777,ST05340,ST03148,KRT02934,2025-10-30,10:45:45,2025-10-30,16:45:45,130207
PRJ0000778,ST04192,ST05060,KRT02465,2025-10-25,17:11:09,2025-10-25,22:11:09,350734
PRJ0000779,ST09562,ST05571,KRT09730,2025-11-09,12:28:40,2025-11-09,20:28:40,450381
PRJ0000780,ST07529,ST08973,KRT01864,2025-11-14,20:11:17,2025-11-15,03:11:17,364031
PRJ0000781,ST02188,ST09154,KRT00911,2025-11-11,03:48:31,2025-11-11,10:48:31,34077
PRJ0000782,ST03517,ST04176,KRT02743,2025-11-04,21:50:37,2025-11-05,00:50:37,419172
PRJ0000783,ST02734,ST06044,KRT04507,2025-11-16,15:21:02,2025-11-16,22:21:02,98164
PRJ0000784,ST06588,ST08111,KRT01280,2025-11-06,02:56:11,2025-11-06,10:56:11,198973
PRJ0000785,ST06484,ST06440,KRT00029,2025-11-11,08:07:40,2025-11-11,15:07:40,149203
PRJ0000786,ST03984,ST01250,KRT02452,2025-11-01,18:38:21,2025-11-02,02:38:21,376294
PRJ0000787,ST01892,ST01651,KRT04972,2025-11-05,22:55:58,2025-11-06,05:55:58,115878
PRJ0000788,ST04568,ST02789,KRT09379,2025-10-24,05:50:30,2025-10-24,07:50:30,247608
PRJ0000789,ST06271,ST01099,KRT00659,2025-10-27,23:27:45,2025-10-28,07:27:45,257268
PRJ0000790,ST00042,ST00125,KRT08740,2025-11-11,07:02:46,2025-11-11,12:02:46,59867
PRJ0000791,ST03076,ST09311,KRT06476,2025-10-25,19:10:49,2025-10-25,23:10:49,257044
PRJ0000792,ST06665,ST06316,KRT02184,2025-10-24,22:04:47,2025-10-25,05:04:47,429989
PRJ0000793,ST06417,ST00516,KRT05405,2025-11-16,10:15:00,2025-11-16,16:15:00,393641
PRJ0000794,ST09002,ST08287,KRT07751,2025-11-06,19:47:26,2025-11-06,23:47:26,358942
PRJ0000795,ST01943,ST00751,KRT05384,2025-11-08,15:34:10,2025-11-08,19:34:10,203276
PRJ0000796,ST09181,ST04454,KRT08186,2025-11-10,11:51:24,2025-11-10,17:51:24,139226
PRJ0000797,ST08131,ST09321,KRT04684,2025-10-30,18:47:20,2025-10-31,02:47:20,153707
PRJ0000798,ST01945,ST07631,KRT04134,2025-10-28,07:13:14,2025-10-28,12:13:14,35244
PRJ0000799,ST08136,ST01366,KRT02265,2025-10-22,23:28:44,2025-10-23,05:28:44,341844
PRJ0000800,ST09320,ST01843,KRT01970,2025-11-15,15:14:51,2025-11-15,18:14:51,394620
PRJ0000801,ST04056,ST05677,KRT00449,2025-11-15,10:12:40,2025-11-15,18:12:40,490554
PRJ0000802,ST04147,ST03375,KRT00592,2025-10-24,13:33:14,2025-10-24,16:33:14,468187
PRJ0000803,ST08878,ST00307,KRT06894,2025-11-03,00:39:20,2025-11-03,05:39:20,458547
PRJ0000804,ST08479,ST09313,KRT09496,2025-10-29,03:33:18,2025-10-29,04:33:18,57104
PRJ0000805,ST08220,ST08746,KRT07068,2025-11-13,17:10:00,2025-11-14,00:10:00,200743
PRJ0000806,ST07848,ST03223,KRT04446,2025-11-07,00:41:13,2025-11-07,04:41:13,420954
PRJ0000807,ST06078,ST09610,KRT07907,2025-11-06,03:12:21,2025-11-06,08:12:21,52358
PRJ0000808,ST01764,ST07582,KRT02814,2025-10-23,16:35:36,2025-10-23,22:35:36,397554
PRJ0000809,ST04842,ST07316,KRT03823,2025-10-22,18:19:47,2025-10-23,01:19:47,343243
PRJ0000810,ST09042,ST09966,KRT02474,2025-10-23,02:04:30,2025-10-23,08:04:30,38532
PRJ0000811,ST00119,ST00130,KRT09678,2025-11-15,22:58:20,2025-11-16,04:58:20,126999
PRJ0000812,ST05578,ST06522,KRT06415,2025-10-26,12:47:38,2025-10-26,17:47:38,112211
PRJ0000813,ST02626,ST04840,KRT07123,2025-10-25,03:42:00,2025-10-25,09:42:00,316345
PRJ0000814,ST01918,ST03078,KRT06236,2025-11-09,02:38:20,2025-11-09,07:38:20,270591
PRJ0000815,ST01221,ST05149,KRT00020,2025-10-21,14:29:08,2025-10-21,19:29:08,33533
PRJ0000816,ST01767,ST03067,KRT04762,2025-11-15,13:32:00,2025-11-15,14:32:00,78334
PRJ0000817,ST03926,ST04976,KRT02841,2025-11-01,16:54:18,2025-11-01,18:54:18,310239
PRJ0000818,ST04628,ST05867,KRT09057,2025-10-27,00:43:56,2025-10-27,04:43:56,480801
PRJ0000819,ST08496,ST00014,KRT07858,2025-11-18,01:04:28,2025-11-18,08:04:28,272619
PRJ0000820,ST02504,ST02589,KRT03818,2025-10-26,08:34:38,2025-10-26,13:34:38,135750
PRJ0000821,ST09417,ST00201,KRT05173,2025-11-12,08:50:58,2025-11-12,15:50:58,326723
PRJ0000822,ST04995,ST02594,KRT01542,2025-10-28,23:18:02,2025-10-29,02:18:02,147565
PRJ0000823,ST00323,ST01409,KRT05143,2025-10-21,06:03:04,2025-10-21,09:03:04,499568
PRJ0000824,ST01041,ST02055,KRT07786,2025-11-14,21:27:26,2025-11-15,01:27:26,145388
PRJ0000825,ST00286,ST07213,KRT03435,2025-10-24,22:19:29,2025-10-24,23:19:29,48003
PRJ0000826,ST01001,ST02578,KRT02714,2025-11-16,12:35:12,2025-11-16,15:35:12,175777
PRJ0000827,ST07570,ST09275,KRT06467,2025-10-27,05:55:05,2025-10-27,09:55:05,80720
PRJ0000828,ST06460,ST03869,KRT04555,2025-11-16,02:19:58,2025-11-16,05:19:58,492348
PRJ0000829,ST01393,ST08230,KRT01455,2025-10-26,13:07:44,2025-10-26,14:07:44,299511
PRJ0000830,ST04505,ST07911,KRT01049,2025-10-31,03:19:40,2025-10-31,08:19:40,415561
PRJ0000831,ST05837,ST02258,KRT08303,2025-10-26,05:17:05,2025-10-26,09:17:05,217734
PRJ0000832,ST08984,ST02533,KRT03244,2025-11-01,02:58:29,2025-11-01,03:58:29,405172
PRJ0000833,ST01203,ST02127,KRT03384,2025-11-02,05:19:16,2025-11-02,10:19:16,487089
PRJ0000834,ST08671,ST07725,KRT07309,2025-11-09,22:07:28,2025-11-09,23:07:28,71752
PRJ0000835,ST06503,ST09940,KRT04673,2025-11-09,11:29:53,2025-11-09,15:29:53,87505
PRJ0000836,ST00512,ST02445,KRT04107,2025-11-06,11:51:35,2025-11-06,19:51:35,311185
PRJ0000837,ST09979,ST01328,KRT03114,2025-10-21,04:32:01,2025-10-21,07:32:01,340594
PRJ0000838,ST03493,ST07912,KRT09542,2025-10-24,21:46:47,2025-10-25,00:46:47,435649
PRJ0000839,ST07316,ST04923,KRT09750,2025-11-12,18:37:33,2025-11-13,00:37:33,385471
PRJ0000840,ST03756,ST05727,KRT07043,2025-10-23,20:35:47,2025-10-24,02:35:47,38703
PRJ0000841,ST02414,ST09690,KRT00581,2025-10-29,20:19:36,2025-10-30,01:19:36,99621
PRJ0000842,ST04383,ST08039,KRT03832,2025-11-18,13:37:57,2025-11-18,20:37:57,138632
PRJ0000843,ST00131,ST01462,KRT00402,2025-10-31,14:01:16,2025-10-31,16:01:16,118522
PRJ0000844,ST05192,ST02019,KRT09468,2025-10-20,04:14:52,2025-10-20,09:14:52,168878
PRJ0000845,ST08515,ST04561,KRT08106,2025-10-26,20:02:45,2025-10-26,23:02:45,273733
PRJ0000846,ST09011,ST09213,KRT01172,2025-11-07,08:49:42,2025-11-07,14:49:42,262595
PRJ0000847,ST00488,ST01929,KRT03537,2025-11-13,17:01:10,2025-11-13,20:01:10,266426
PRJ0000848,ST09359,ST07870,KRT05396,2025-11-05,00:06:20,2025-11-05,07:06:20,167804
PRJ0000849,ST01983,ST06556,KRT08540,2025-11-09,02:20:41,2025-11-09,10:20:41,318699
PRJ0000850,ST06021,ST00310,KRT01889,2025-10-31,05:15:04,2025-10-31,11:15:04,454420
PRJ0000851,ST08576,ST00003,KRT01407,2025-11-18,05:13:30,2025-11-18,13:13:30,55317
PRJ0000852,ST03585,ST01307,KRT08867,2025-10-26,21:53:13,2025-10-27,03:53:13,45161
PRJ0000853,ST00569,ST06969,KRT07366,2025-10-31,06:54:28,2025-10-31,09:54:28,419581
PRJ0000854,ST02792,ST09401,KRT01195,2025-11-06,00:39:02,2025-11-06,08:39:02,187520
PRJ0000855,ST02629,ST07888,KRT03046,2025-11-18,07:39:59,2025-11-18,10:39:59,495599
PRJ0000856,ST02756,ST03162,KRT03762,2025-11-16,07:05:58,2025-11-16,12:05:58,125036
PRJ0000857,ST02720,ST02340,KRT09599,2025-10-26,05:22:33,2025-10-26,09:22:33,48516
PRJ0000858,ST07547,ST00919,KRT02987,2025-10-31,22:16:07,2025-11-01,00:16:07,401208
PRJ0000859,ST06327,ST08997,KRT01665,2025-10-29,01:41:43,2025-10-29,04:41:43,430665
PRJ0000860,ST03851,ST03290,KRT03167,2025-11-04,10:25:30,2025-11-04,15:25:30,97186
PRJ0000861,ST07407,ST04138,KRT06803,2025-11-13,05:44:20,2025-11-13,09:44:20,437068
PRJ0000862,ST02430,ST02227,KRT08607,2025-11-15,13:28:46,2025-11-15,17:28:46,337361
PRJ0000863,ST03059,ST07919,KRT06322,2025-11-02,10:16:44,2025-11-02,11:16:44,39431
PRJ0000864,ST06970,ST02352,KRT09375,2025-10-23,09:46:21,2025-10-23,14:46:21,128590
PRJ0000865,ST07896,ST02762,KRT02997,2025-11-11,18:22:24,2025-11-11,23:22:24,101198
PRJ0000866,ST07185,ST09357,KRT06976,2025-11-17,09:54:54,2025-11-17,13:54:54,184832
PRJ0000867,ST02578,ST00644,KRT02510,2025-11-11,21:21:59,2025-11-12,05:21:59,210176
PRJ0000868,ST02749,ST07216,KRT08671,2025-11-15,17:55:26,2025-11-16,01:55:26,209417
PRJ0000869,ST08333,ST08689,KRT04636,2025-10-25,15:40:32,2025-10-25,23:40:32,93687
PRJ0000870,ST03826,ST06518,KRT09497,2025-10-21,03:03:13,2025-10-21,09:03:13,160862
PRJ0000871,ST03251,ST04299,KRT07693,2025-11-04,01:34:58,2025-11-04,09:34:58,345566
PRJ0000872,ST00875,ST03291,KRT08838,2025-10-20,12:55:00,2025-10-20,15:55:00,303503
PRJ0000873,ST04829,ST00799,KRT04743,2025-11-11,02:38:07,2025-11-11,07:38:07,430166
PRJ0000874,ST07041,ST05897,KRT09329,2025-11-09,03:06:10,2025-11-09,10:06:10,208974
PRJ0000875,ST05114,ST08867,KRT06386,2025-10-29,18:33:53,2025-10-29,22:33:53,487330
PRJ0000876,ST07842,ST09587,KRT01018,2025-10-29,15:20:44,2025-10-29,18:20:44,485226
PRJ0000877,ST08923,ST04823,KRT01749,2025-11-17,01:13:47,2025-11-17,07:13:47,241139
PRJ0000878,ST02492,ST01980,KRT05479,2025-11-17,21:38:34,2025-11-17,22:38:34,278752
