ID_Gerbong,Nomor_Gerbong,Kapasitas,ID_Kereta
GB02234,20,80,KRT00949
GB02235,19,80,KRT04974
GB02236,3,50,KRT09077
GB02237,13,60,KRT05915
GB02238,17,40,KRT06174
GB02239,15,60,KRT02914
GB02240,7,80,KRT03368
GB02241,4,80,KRT03611
GB02242,10,80,KRT09371
GB02243,3,80,KRT00673
GB02244,2,50,KRT08731
GB02245,3,60,KRT06311
GB02246,7,60,KRT02083
GB02247,20,50,KRT05108
GB02248,6,40,KRT09966
GB02249,12,80,KRT07591
GB02250,8,40,KRT09628
GB02251,4,50,KRT01038
GB02252,17,60,KRT02536
GB02253,16,50,KRT04837
GB02254,3,40,KRT04846
GB02255,13,40,KRT03222
GB02256,8,40,KRT05446
GB02257,12,60,KRT03208
GB02258,2,40,KRT05255
GB02259,8,40,KRT03110
GB02260,2,60,KRT04864
GB02261,1,72,KRT07225
GB02262,18,40,KRT01636
GB02263,2,80,KRT06673
GB02264,12,80,KRT08996
GB02265,10,60,KRT05240
GB02266,15,72,KRT07081
GB02267,8,60,KRT05334
GB02268,10,40,KRT09149
GB02269,6,80,KRT09684
GB02270,4,50,KRT06662
GB02271,20,80,KRT04373
GB02272,11,50,KRT00903
GB02273,14,60,KRT01345
GB02274,20,40,KRT00376
GB02275,14,40,KRT06266
GB02276,13,80,KRT01529
GB02277,1,40,KRT08626
GB02278,5,50,KRT04097
GB02279,5,40,KRT06628
GB02280,18,50,KRT06839
GB02281,17,50,KRT02490
GB02282,3,72,KRT05831
GB02283,13,50,KRT06243
GB02284,20,80,KRT06250
GB02285,5,40,KRT08669
GB02286,7,60,KRT08136
GB02287,19,40,KRT00064
GB02288,1,60,KRT09318
GB02289,8,50,KRT05763
GB02290,16,50,KRT02174
GB02291,18,72,KRT00806
GB02292,7,50,KRT02389
GB02293,1,40,KRT07591
GB02294,9,80,KRT05565
GB02295,20,72,KRT02111
GB02296,9,50,KRT09118
GB02297,15,40,KRT02372
GB02298,20,60,KRT01448
GB02299,10,60,KRT03052
GB02300,2,60,KRT08385
GB02301,1,50,KRT08455
GB02302,13,40,KRT06228
GB02303,2,60,KRT09051
GB02304,1,50,KRT02981
GB02305,9,40,KRT06857
GB02306,12,60,KRT07817
GB02307,9,72,KRT06540
GB02308,20,60,KRT00683
GB02309,19,40,KRT04214
GB02310,3,80,KRT09576
GB02311,17,60,KRT07138
GB02312,13,60,KRT03347
GB02313,2,40,KRT06373
GB02314,11,60,KRT07069
GB02315,5,50,KRT08435
GB02316,18,72,KRT08698
GB02317,17,80,KRT07255
GB02318,13,60,KRT06973
GB02319,20,80,KRT03894
GB02320,3,50,KRT06380
GB02321,2,72,KRT02097
GB02322,5,80,KRT00378
GB02323,3,40,KRT03171
GB02324,18,72,KRT00150
GB02325,9,72,KRT09653
GB02326,9,72,KRT01305
GB02327,19,80,KRT00253
GB02328,7,80,KRT00274
GB02329,7,60,KRT01987
GB02330,9,80,KRT09616
GB02331,11,50,KRT09177
GB02332,6,80,KRT04749
GB02333,10,40,KRT09653
GB02334,4,60,KRT07531
GB02335,19,40,KRT05926
GB02336,8,60,KRT07218
GB02337,5,80,KRT03922
GB02338,19,60,KRT01524
GB02339,14,72,KRT03524
GB02340,2,80,KRT05430
GB02341,8,50,KRT06453
GB02342,16,40,KRT09120
GB02343,9,80,KRT08472
GB02344,13,80,KRT06781
GB02345,11,72,KRT02446
GB02346,19,50,KRT06023
GB02347,18,50,KRT02603
GB02348,17,50,KRT08791
GB02349,1,40,KRT08634
GB02350,7,50,KRT04022
GB02351,12,50,KRT00684
GB02352,14,80,KRT08426
GB02353,11,72,KRT08769
GB02354,10,72,KRT07946
GB02355,14,72,KRT08232
GB02356,1,80,KRT06541
GB02357,9,60,KRT09039
GB02358,8,72,KRT04405
GB02359,9,80,KRT05333
GB02360,19,72,KRT05485
GB02361,5,40,KRT03786
GB02362,12,50,KRT01330
GB02363,16,60,KRT05647
GB02364,11,80,KRT02600
GB02365,17,80,KRT08005
GB02366,9,80,KRT07494
GB02367,9,40,KRT01055
GB02368,10,80,KRT06321
GB02369,6,72,KRT07271
GB02370,11,40,KRT01931
GB02371,20,80,KRT08078
GB02372,14,60,KRT05483
GB02373,8,60,KRT06657
GB02374,12,60,KRT01179
GB02375,12,72,KRT05091
GB02376,4,80,KRT06608
GB02377,15,80,KRT09812
GB02378,14,50,KRT00131
GB02379,2,80,KRT03385
GB02380,12,80,KRT03010
GB02381,2,40,KRT06489
GB02382,7,40,KRT01407
GB02383,11,80,KRT07789
GB02384,5,50,KRT04601
GB02385,5,50,KRT08591
GB02386,9,80,KRT03523
GB02387,10,80,KRT02743
GB02388,16,72,KRT06721
GB02389,18,40,KRT09302
GB02390,17,60,KRT07142
GB02391,2,40,KRT08293
GB02392,2,60,KRT00133
GB02393,7,50,KRT04916
GB02394,18,40,KRT01180
GB02395,11,50,KRT07187
GB02396,8,60,KRT08635
GB02397,13,72,KRT07963
GB02398,4,60,KRT05347
GB02399,9,60,KRT06830
GB02400,1,60,KRT04015
GB02401,19,50,KRT06439
GB02402,2,80,KRT07167
GB02403,16,60,KRT06602
GB02404,5,72,KRT02229
GB02405,2,60,KRT03379
GB02406,13,60,KRT09395
GB02407,3,40,KRT09819
GB02408,5,80,KRT05719
GB02409,14,72,KRT02516
GB02410,17,60,KRT00698
GB02411,6,40,KRT05856
GB02412,11,50,KRT09128
GB02413,8,40,KRT08145
GB02414,15,60,KRT05244
GB02415,18,50,KRT01464
GB02416,6,72,KRT02989
GB02417,14,60,KRT03565
GB02418,20,60,KRT06516
GB02419,16,80,KRT04375
GB02420,10,72,KRT00042
GB02421,15,80,KRT09987
GB02422,1,72,KRT05627
GB02423,3,80,KRT09331
GB02424,4,80,KRT08272
GB02425,3,72,KRT07918
GB02426,12,60,KRT01123
GB02427,5,80,KRT04544
GB02428,10,40,KRT05027
GB02429,20,50,KRT05556
GB02430,7,40,KRT07037
GB02431,9,80,KRT08872
GB02432,6,80,KRT04007
GB02433,17,60,KRT09345
GB02434,16,60,KRT07209
GB02435,15,72,KRT05743
GB02436,13,60,KRT09542
GB02437,2,72,KRT00308
GB02438,12,60,KRT04965
GB02439,20,60,KRT03445
GB02440,10,50,KRT07077
GB02441,18,72,KRT08072
GB02442,4,60,KRT06727
GB02443,19,50,KRT02308
GB02444,1,80,KRT04353
GB02445,20,40,KRT07977
GB02446,13,50,KRT04890
GB02447,4,60,KRT03449
GB02448,12,80,KRT07600
GB02449,15,40,KRT00835
GB02450,2,40,KRT02017
GB02451,11,60,KRT07576
GB02452,15,50,KRT04715
GB02453,20,60,KRT03939
GB02454,3,60,KRT08791
GB02455,16,50,KRT02834
GB02456,12,60,KRT07673
GB02457,17,60,KRT06575
GB02458,9,40,KRT03658
GB02459,11,60,KRT07993
GB02460,10,40,KRT06448
GB02461,18,60,KRT06130
GB02462,15,50,KRT05146
GB02463,5,50,KRT02369
GB02464,18,60,KRT06110
GB02465,12,80,KRT00290
GB02466,19,60,KRT07963
GB02467,20,60,KRT07993
GB02468,12,80,KRT01602
GB02469,14,72,KRT00726
GB02470,5,80,KRT04301
GB02471,4,50,KRT06727
GB02472,6,50,KRT03497
GB02473,10,72,KRT00031
GB02474,10,40,KRT07619
GB02475,4,60,KRT06561
GB02476,19,72,KRT01574
GB02477,9,72,KRT09665
GB02478,16,50,KRT04766
GB02479,4,80,KRT05723
GB02480,11,80,KRT05572
GB02481,2,80,KRT03552
GB02482,16,60,KRT06109
GB02483,13,40,KRT02010
GB02484,15,40,KRT03129
GB02485,20,72,KRT01652
GB02486,1,40,KRT07539
GB02487,12,80,KRT00512
GB02488,2,40,KRT07182
GB02489,2,72,KRT07537
GB02490,19,60,KRT09415
GB02491,2,72,KRT08897
GB02492,14,80,KRT02918
GB02493,17,60,KRT05142
GB02494,4,72,KRT02558
GB02495,4,60,KRT09475
GB02496,8,80,KRT09591
GB02497,14,72,KRT06584
GB02498,8,60,KRT03244
GB02499,14,72,KRT03935
GB02500,12,60,KRT08638
GB02501,20,72,KRT00746
GB02502,16,40,KRT07446
GB02503,5,50,KRT08749
GB02504,18,50,KRT04426
GB02505,3,50,KRT03777
GB02506,12,40,KRT03177
GB02507,20,40,KRT01220
GB02508,9,50,KRT00773
GB02509,20,72,KRT05078
GB02510,6,72,KRT05076
GB02511,20,50,KRT07082
GB02512,13,50,KRT05139
GB02513,16,80,KRT06784
GB02514,15,40,KRT04392
GB02515,17,40,KRT03212
GB02516,1,40,KRT07476
GB02517,8,60,KRT07160
GB02518,12,80,KRT02513
GB02519,13,40,KRT08416
GB02520,6,60,KRT02974
GB02521,14,50,KRT07715
GB02522,19,60,KRT01120
GB02523,5,80,KRT08571
GB02524,13,72,KRT09557
GB02525,4,40,KRT02069
GB02526,5,50,KRT02724
GB02527,3,60,KRT02727
GB02528,11,50,KRT06187
GB02529,3,40,KRT09595
GB02530,16,80,KRT09300
GB02531,5,60,KRT05016
GB02532,13,60,KRT07398
GB02533,9,60,KRT06186
GB02534,12,50,KRT02964
GB02535,12,60,KRT04591
GB02536,10,40,KRT01793
GB02537,17,40,KRT08722
GB02538,11,40,KRT03504
GB02539,13,72,KRT03074
GB02540,17,40,KRT05540
GB02541,5,40,KRT03377
GB02542,18,80,KRT01643
GB02543,19,50,KRT07284
GB02544,14,80,KRT04931
GB02545,4,80,KRT04579
GB02546,16,40,KRT04263
GB02547,13,50,KRT02717
GB02548,1,40,KRT04277
GB02549,17,50,KRT03250
GB02550,8,60,KRT04374
GB02551,2,40,KRT01824
GB02552,6,72,KRT02769
GB02553,18,50,KRT06377
GB02554,1,50,KRT00027
GB02555,17,72,KRT06470
GB02556,10,72,KRT07912
GB02557,2,80,KRT00174
GB02558,14,72,KRT07136
GB02559,4,80,KRT03887
GB02560,15,72,KRT02366
GB02561,20,60,KRT00043
GB02562,16,72,KRT07910
GB02563,3,72,KRT03040
GB02564,4,72,KRT02414
GB02565,2,60,KRT08940
GB02566,17,80,KRT06468
GB02567,18,40,KRT04912
GB02568,4,80,KRT06389
GB02569,19,50,KRT00733
GB02570,8,50,KRT06343
GB02571,10,60,KRT06564
GB02572,9,80,KRT07036
GB02573,15,60,KRT01789
GB02574,19,80,KRT01366
GB02575,13,40,KRT05291
GB02576,8,80,KRT00335
GB02577,13,60,KRT09325
GB02578,2,80,KRT07972
GB02579,1,50,KRT04889
GB02580,5,60,KRT01876
GB02581,20,72,KRT00870
GB02582,4,80,KRT01133
GB02583,12,80,KRT09403
GB02584,4,50,KRT06507
GB02585,18,50,KRT09496
GB02586,13,72,KRT00177
GB02587,15,60,KRT02870
GB02588,4,60,KRT04041
GB02589,3,80,KRT04080
GB02590,13,50,KRT05586
GB02591,6,72,KRT00057
GB02592,5,50,KRT01853
GB02593,14,80,KRT00411
GB02594,18,80,KRT07463
GB02595,12,60,KRT08428
GB02596,1,50,KRT09888
GB02597,8,50,KRT06031
GB02598,18,50,KRT08250
GB02599,10,50,KRT01355
GB02600,1,72,KRT05933
GB02601,15,50,KRT05346
GB02602,3,72,KRT05104
GB02603,11,60,KRT06184
GB02604,19,50,KRT05656
GB02605,4,40,KRT02670
GB02606,3,60,KRT00772
GB02607,3,50,KRT08898
GB02608,8,50,KRT01422
GB02609,19,60,KRT06024
GB02610,17,80,KRT07901
GB02611,19,80,KRT00196
GB02612,8,60,KRT09878
GB02613,15,40,KRT08074
GB02614,16,40,KRT07962
GB02615,1,50,KRT00536
GB02616,12,72,KRT08198
GB02617,15,40,KRT09391
GB02618,10,40,KRT02123
GB02619,9,72,KRT00079
GB02620,11,40,KRT06426
GB02621,9,80,KRT03799
GB02622,18,80,KRT05256
GB02623,7,50,KRT07344
GB02624,13,80,KRT04242
GB02625,4,80,KRT07431
GB02626,13,72,KRT07616
GB02627,14,40,KRT00154
GB02628,13,60,KRT03678
GB02629,10,60,KRT09620
GB02630,15,50,KRT01312
GB02631,16,50,KRT00731
GB02632,8,50,KRT02901
GB02633,9,80,KRT06885
GB02634,15,60,KRT08190
GB02635,9,60,KRT01906
GB02636,1,60,KRT08894
GB02637,9,80,KRT00708
GB02638,19,60,KRT07190
GB02639,7,40,KRT08871
GB02640,3,60,KRT06341
GB02641,1,60,KRT04744
GB02642,6,72,KRT00844
GB02643,15,80,KRT09563
GB02644,12,80,KRT04898
GB02645,16,72,KRT01923
GB02646,4,40,KRT00840
GB02647,16,80,KRT07745
GB02648,13,60,KRT07366
GB02649,12,60,KRT05753
GB02650,14,60,KRT07559
GB02651,5,80,KRT09262
GB02652,15,50,KRT02727
GB02653,13,80,KRT03443
GB02654,10,80,KRT05536
GB02655,9,40,KRT03330
GB02656,19,40,KRT09976
GB02657,17,60,KRT06230
GB02658,17,60,KRT06830
GB02659,1,72,KRT06209
GB02660,19,80,KRT02982
GB02661,14,40,KRT03580
GB02662,17,50,KRT06714
GB02663,18,72,KRT00554
GB02664,20,72,KRT07221
GB02665,15,72,KRT09768
GB02666,12,72,KRT00670
GB02667,7,80,KRT09257
GB02668,14,50,KRT06165
GB02669,8,72,KRT07675
GB02670,19,50,KRT07276
GB02671,3,40,KRT00904
GB02672,15,50,KRT05859
GB02673,4,50,KRT09076
GB02674,20,72,KRT02825
GB02675,6,40,KRT06667
GB02676,18,50,KRT04710
GB02677,7,50,KRT03799
GB02678,7,50,KRT00851
GB02679,5,50,KRT09657
GB02680,8,60,KRT04587
GB02681,13,40,KRT06573
GB02682,1,72,KRT09274
GB02683,9,50,KRT00038
GB02684,13,80,KRT05633
GB02685,5,50,KRT05588
GB02686,15,80,KRT06420
GB02687,11,50,KRT09811
GB02688,10,40,KRT02238
GB02689,17,60,KRT03973
GB02690,16,40,KRT00541
GB02691,13,60,KRT04159
GB02692,17,80,KRT05511
GB02693,10,80,KRT07846
GB02694,11,50,KRT01748
GB02695,4,80,KRT08525
GB02696,1,60,KRT02732
GB02697,12,60,KRT05096
GB02698,5,80,KRT00106
GB02699,11,50,KRT07276
GB02700,14,60,KRT02163
GB02701,12,60,KRT00490
GB02702,16,80,KRT06952
GB02703,18,80,KRT07318
GB02704,18,72,KRT00450
GB02705,6,40,KRT03747
GB02706,19,50,KRT02766
GB02707,4,50,KRT01232
GB02708,16,40,KRT01525
GB02709,20,60,KRT09179
GB02710,13,72,KRT03422
GB02711,19,80,KRT02159
GB02712,18,72,KRT09272
GB02713,17,72,KRT02613
GB02714,17,72,KRT03326
GB02715,3,60,KRT02581
GB02716,10,80,KRT05936
GB02717,14,50,KRT09442
GB02718,4,72,KRT09461
GB02719,13,60,KRT04923
GB02720,4,72,KRT00137
GB02721,8,50,KRT02995
GB02722,18,80,KRT08300
GB02723,1,72,KRT00074
GB02724,1,60,KRT01288
GB02725,2,50,KRT08636
GB02726,16,60,KRT05546
GB02727,3,50,KRT00348
GB02728,5,50,KRT00060
GB02729,3,72,KRT05913
GB02730,10,60,KRT04450
GB02731,3,72,KRT04513
GB02732,17,72,KRT02253
GB02733,3,40,KRT04409
GB02734,13,72,KRT02157
GB02735,15,60,KRT00294
GB02736,4,60,KRT02804
GB02737,13,80,KRT07329
GB02738,9,60,KRT02799
GB02739,2,50,KRT06525
GB02740,2,72,KRT08759
GB02741,11,60,KRT08895
GB02742,7,50,KRT00220
GB02743,19,60,KRT08318
GB02744,16,50,KRT03898
GB02745,18,50,KRT06520
GB02746,18,40,KRT06984
GB02747,2,40,KRT04254
GB02748,11,72,KRT09739
GB02749,5,50,KRT02205
GB02750,13,72,KRT01237
GB02751,9,80,KRT05608
GB02752,17,40,KRT07542
GB02753,1,40,KRT05980
GB02754,2,40,KRT09266
GB02755,14,72,KRT09983
GB02756,16,50,KRT00454
GB02757,20,50,KRT05741
GB02758,3,80,KRT02142
GB02759,2,40,KRT09214
GB02760,5,80,KRT05781
GB02761,5,50,KRT03717
GB02762,5,80,KRT07373
GB02763,1,60,KRT09427
GB02764,7,72,KRT09593
GB02765,11,80,KRT02647
GB02766,19,40,KRT05631
GB02767,18,60,KRT05288
GB02768,4,40,KRT07035
GB02769,7,80,KRT07269
GB02770,3,60,KRT09856
GB02771,6,40,KRT07646
GB02772,11,72,KRT04960
GB02773,4,60,KRT03007
GB02774,10,80,KRT07664
GB02775,8,80,KRT06751
GB02776,6,72,KRT02135
GB02777,12,80,KRT01307
GB02778,17,80,KRT03896
GB02779,3,50,KRT04922
GB02780,19,72,KRT07366
GB02781,8,72,KRT07555
GB02782,16,50,KRT04226
GB02783,10,50,KRT05009
GB02784,7,60,KRT04986
GB02785,20,72,KRT08502
GB02786,16,50,KRT09890
GB02787,13,60,KRT07808
GB02788,4,60,KRT06654
GB02789,10,50,KRT08496
GB02790,2,50,KRT09362
GB02791,2,50,KRT04428
GB02792,18,40,KRT04864
GB02793,5,60,KRT07716
GB02794,19,72,KRT00829
GB02795,1,40,KRT09300
GB02796,10,40,KRT09854
GB02797,3,72,KRT05806
GB02798,16,50,KRT07830
GB02799,14,50,KRT04719
GB02800,6,72,KRT06258
GB02801,5,50,KRT05997
GB02802,9,80,KRT02520
GB02803,2,50,KRT06760
GB02804,20,50,KRT00870
GB02805,20,40,KRT04398
GB02806,2,40,KRT05441
GB02807,5,72,KRT03961
GB02808,4,40,KRT07539
GB02809,6,50,KRT06489
GB02810,10,40,KRT04238
GB02811,16,60,KRT06900
GB02812,19,40,KRT00189
GB02813,3,80,KRT04357
GB02814,5,80,KRT03650
GB02815,7,60,KRT08643
GB02816,9,72,KRT05017
GB02817,6,50,KRT09425
GB02818,18,50,KRT05293
GB02819,20,72,KRT06807
GB02820,16,72,KRT01351
GB02821,12,50,KRT09751
GB02822,1,50,KRT02723
GB02823,14,50,KRT04935
GB02824,15,50,KRT06598
GB02825,11,40,KRT00700
GB02826,7,50,KRT09915
GB02827,19,40,KRT09416
GB02828,2,40,KRT07084
GB02829,10,72,KRT06662
GB02830,3,60,KRT04934
GB02831,5,72,KRT08246
GB02832,16,50,KRT05323
GB02833,11,60,KRT00861
GB02834,10,50,KRT04073
GB02835,4,72,KRT08073
GB02836,20,50,KRT01003
GB02837,14,72,KRT05959
GB02838,9,80,KRT03681
GB02839,20,50,KRT05010
GB02840,8,80,KRT06558
GB02841,19,40,KRT04542
GB02842,11,50,KRT09666
GB02843,6,60,KRT02860
GB02844,17,72,KRT09142
GB02845,8,60,KRT07483
GB02846,7,50,KRT08372
GB02847,4,50,KRT04035
GB02848,1,72,KRT03809
GB02849,9,60,KRT04073
GB02850,7,40,KRT02963
GB02851,8,72,KRT05083
GB02852,4,50,KRT02500
GB02853,10,72,KRT04154
GB02854,1,80,KRT08827
GB02855,12,50,KRT07515
GB02856,6,40,KRT03961
GB02857,8,60,KRT00735
GB02858,11,40,KRT06550
GB02859,2,50,KRT04073
GB02860,5,60,KRT01571
GB02861,1,72,KRT01471
GB02862,12,60,KRT05313
GB02863,18,72,KRT00888
GB02864,19,60,KRT00858
GB02865,9,50,KRT02496
GB02866,10,60,KRT06444
GB02867,10,40,KRT01290
GB02868,19,80,KRT02561
GB02869,12,60,KRT01436
GB02870,5,60,KRT03811
GB02871,17,40,KRT07968
GB02872,17,40,KRT09608
GB02873,3,50,KRT05657
GB02874,1,60,KRT03658
GB02875,10,80,KRT04161
GB02876,3,80,KRT07708
GB02877,4,60,KRT08147
GB02878,11,60,KRT08130
GB02879,4,72,KRT07082
GB02880,8,50,KRT08437
GB02881,5,60,KRT06711
GB02882,8,40,KRT07055
GB02883,4,72,KRT02198
GB02884,3,80,KRT05975
GB02885,14,50,KRT05177
GB02886,5,40,KRT00013
GB02887,15,72,KRT01199
GB02888,11,40,KRT04738
GB02889,5,40,KRT05152
GB02890,20,80,KRT06315
GB02891,17,60,KRT06882
GB02892,20,72,KRT07547
GB02893,3,60,KRT03111
GB02894,7,72,KRT00393
GB02895,17,40,KRT09714
GB02896,2,40,KRT00724
GB02897,3,60,KRT06842
GB02898,4,40,KRT03548
GB02899,20,50,KRT07956
GB02900,17,80,KRT08206
GB02901,18,40,KRT08814
GB02902,20,50,KRT00627
GB02903,9,72,KRT01878
GB02904,13,50,KRT09091
GB02905,17,40,KRT06679
GB02906,17,72,KRT08777
GB02907,12,40,KRT08642
GB02908,12,72,KRT09763
GB02909,2,60,KRT00577
GB02910,19,72,KRT05474
GB02911,13,80,KRT08787
GB02912,6,72,KRT07842
GB02913,6,80,KRT00562
GB02914,1,72,KRT02558
GB02915,16,50,KRT00030
GB02916,18,40,KRT04758
GB02917,15,50,KRT03165
GB02918,15,50,KRT05763
GB02919,14,60,KRT00291
GB02920,15,80,KRT03659
GB02921,1,80,KRT03637
GB02922,2,72,KRT09891
GB02923,15,80,KRT09805
GB02924,19,80,KRT06083
GB02925,4,60,KRT05680
GB02926,10,80,KRT08989
GB02927,7,72,KRT07561
GB02928,3,60,KRT06350
GB02929,16,60,KRT09246
GB02930,2,72,KRT06209
GB02931,17,80,KRT06847
GB02932,15,60,KRT01121
GB02933,18,60,KRT08052
GB02934,4,40,KRT06963
GB02935,10,60,KRT07064
GB02936,2,60,KRT09956
GB02937,12,72,KRT03396
GB02938,10,50,KRT01465
GB02939,17,40,KRT07191
GB02940,7,80,KRT02402
GB02941,1,40,KRT02207
GB02942,12,80,KRT05671
GB02943,14,60,KRT03505
GB02944,8,72,KRT07813
GB02945,16,50,KRT00302
GB02946,7,40,KRT06202
GB02947,16,80,KRT07882
GB02948,4,80,KRT02636
GB02949,14,40,KRT06082
GB02950,10,80,KRT07873
GB02951,5,40,KRT01696
GB02952,5,60,KRT00944
GB02953,5,60,KRT04753
GB02954,11,60,KRT00390
GB02955,2,60,KRT04847
GB02956,19,40,KRT08312
GB02957,2,80,KRT09604
GB02958,18,50,KRT09307
GB02959,16,72,KRT07508
GB02960,8,80,KRT08356
GB02961,16,50,KRT05077
GB02962,13,40,KRT06419
GB02963,7,40,KRT03313
GB02964,10,50,KRT08621
GB02965,8,40,KRT00451
GB02966,1,80,KRT01303
GB02967,10,50,KRT05127
GB02968,6,80,KRT05034
GB02969,20,50,KRT00291
GB02970,16,60,KRT01743
GB02971,15,80,KRT09280
GB02972,14,60,KRT04448
GB02973,14,72,KRT02501
GB02974,17,80,KRT08136
GB02975,7,60,KRT01635
GB02976,17,80,KRT06187
GB02977,6,50,KRT05519
GB02978,5,72,KRT05363
GB02979,13,40,KRT00069
GB02980,6,50,KRT04093
GB02981,2,50,KRT03678
GB02982,10,40,KRT06100
GB02983,13,72,KRT07400
GB02984,4,50,KRT05889
GB02985,3,60,KRT08498
GB02986,19,40,KRT04300
GB02987,4,80,KRT02720
GB02988,17,40,KRT05519
GB02989,3,72,KRT06596
GB02990,14,40,KRT08885
GB02991,4,50,KRT03564
GB02992,19,50,KRT07993
GB02993,17,80,KRT04816
GB02994,9,72,KRT00552
GB02995,19,80,KRT06253
GB02996,7,72,KRT01359
GB02997,11,50,KRT07761
GB02998,13,80,KRT05292
GB02999,18,60,KRT04961
GB03000,10,50,KRT00243
GB03001,5,50,KRT04253
GB03002,18,50,KRT04114
GB03003,18,80,KRT06438
GB03004,7,40,KRT04003
GB03005,15,50,KRT07570
GB03006,3,60,KRT06013
GB03007,2,50,KRT01208
GB03008,4,80,KRT00518
GB03009,5,72,KRT06237
GB03010,19,40,KRT04319
GB03011,4,80,KRT04073
GB03012,19,72,KRT00105
GB03013,13,40,KRT00402
GB03014,9,72,KRT01516
GB03015,17,80,KRT02034
GB03016,4,80,KRT02052
GB03017,11,72,KRT09819
GB03018,5,60,KRT07966
GB03019,14,80,KRT09048
GB03020,7,60,KRT01039
GB03021,2,50,KRT04290
GB03022,3,60,KRT01528
GB03023,7,40,KRT08449
GB03024,4,40,KRT09214
GB03025,4,60,KRT00160
GB03026,11,40,KRT03793
GB03027,6,60,KRT01898
GB03028,15,80,KRT00037
GB03029,10,60,KRT07380
GB03030,2,80,KRT05918
GB03031,14,40,KRT09381
GB03032,9,40,KRT06331
GB03033,15,40,KRT04849
GB03034,17,72,KRT08628
GB03035,7,40,KRT00357
GB03036,7,40,KRT04304
GB03037,12,72,KRT04453
GB03038,11,72,KRT02051
GB03039,5,72,KRT05376
GB03040,16,80,KRT04404
GB03041,2,72,KRT04387
GB03042,1,50,KRT03520
GB03043,15,60,KRT04232
GB03044,20,80,KRT08606
GB03045,15,40,KRT09901
GB03046,8,50,KRT09969
GB03047,4,50,KRT06442
GB03048,20,60,KRT01458
GB03049,6,72,KRT04923
GB03050,3,40,KRT06313
GB03051,1,50,KRT02750
GB03052,14,72,KRT05745
GB03053,8,40,KRT09119
GB03054,2,60,KRT08011
GB03055,13,50,KRT01436
GB03056,2,40,KRT00439
GB03057,18,80,KRT06653
GB03058,11,60,KRT06669
GB03059,4,50,KRT05278
GB03060,8,72,KRT00614
GB03061,13,60,KRT00350
GB03062,2,60,KRT07223
GB03063,10,80,KRT06554
GB03064,15,80,KRT04921
GB03065,18,72,KRT09567
GB03066,17,80,KRT04451
GB03067,17,60,KRT08467
GB03068,3,72,KRT00199
GB03069,8,72,KRT01746
GB03070,1,40,KRT07472
GB03071,15,40,KRT01177
GB03072,15,72,KRT03636
GB03073,16,60,KRT09407
GB03074,10,80,KRT03233
GB03075,7,40,KRT07277
GB03076,17,40,KRT01813
GB03077,3,72,KRT01747
GB03078,19,72,KRT00854
GB03079,2,60,KRT00388
GB03080,6,40,KRT04392
GB03081,10,60,KRT01412
GB03082,12,60,KRT09698
GB03083,14,72,KRT04577
GB03084,8,50,KRT03823
GB03085,17,60,KRT09252
GB03086,14,60,KRT06129
GB03087,6,50,KRT09299
GB03088,4,72,KRT00435
GB03089,7,50,KRT05902
GB03090,8,40,KRT00908
GB03091,10,80,KRT09596
GB03092,19,50,KRT06304
GB03093,13,60,KRT03514
GB03094,13,40,KRT07826
GB03095,15,50,KRT01701
GB03096,15,50,KRT09305
GB03097,10,72,KRT02536
GB03098,9,80,KRT08116
GB03099,5,50,KRT09178
GB03100,12,80,KRT06163
GB03101,11,50,KRT02514
GB03102,16,72,KRT09068
GB03103,15,40,KRT04273
GB03104,3,50,KRT04481
GB03105,19,50,KRT02038
GB03106,16,80,KRT06399
GB03107,15,40,KRT07053
GB03108,1,60,KRT05962
GB03109,18,40,KRT07827
GB03110,8,60,KRT07578
GB03111,20,50,KRT01941
GB03112,4,72,KRT02233
GB03113,11,40,KRT06443
GB03114,19,80,KRT03080
GB03115,12,60,KRT06442
GB03116,10,72,KRT03419
GB03117,19,80,KRT09765
GB03118,15,40,KRT01666
GB03119,10,60,KRT05909
GB03120,16,40,KRT03782
GB03121,20,50,KRT04105
GB03122,5,72,KRT01623
GB03123,18,72,KRT06514
GB03124,19,50,KRT05933
GB03125,11,50,KRT09902
GB03126,2,60,KRT00391
GB03127,20,50,KRT06381
GB03128,2,40,KRT00785
GB03129,3,40,KRT00908
GB03130,3,60,KRT06949
GB03131,3,72,KRT01154
GB03132,19,72,KRT03155
GB03133,18,60,KRT04135
GB03134,20,80,KRT01342
GB03135,5,40,KRT03785
GB03136,1,40,KRT09111
GB03137,17,50,KRT03166
GB03138,17,60,KRT06152
GB03139,19,80,KRT00840
GB03140,18,72,KRT07833
GB03141,5,50,KRT03573
GB03142,3,40,KRT04321
GB03143,9,80,KRT02046
GB03144,16,72,KRT04015
GB03145,14,60,KRT05194
GB03146,14,40,KRT09928
GB03147,5,50,KRT01177
GB03148,17,80,KRT02232
GB03149,5,40,KRT06729
GB03150,7,40,KRT08623
GB03151,13,60,KRT01992
GB03152,16,72,KRT01035
GB03153,8,40,KRT02549
GB03154,7,72,KRT04290
GB03155,4,72,KRT09955
GB03156,8,72,KRT08303
GB03157,7,60,KRT09986
GB03158,19,40,KRT06781
GB03159,15,72,KRT04488
GB03160,1,50,KRT02415
GB03161,8,80,KRT01110
GB03162,19,50,KRT02944
GB03163,11,50,KRT08744
GB03164,5,72,KRT07442
